yellow_cards,red_cards,goals,assists,minutes_played,games,player_id,season
2,0,2,4,1059,27,263963,2017
6,0,1,3,1185,26,263963,2018
5,0,1,1,1660,25,263963,2019
7,0,0,0,1194,25,263963,2020
6,0,0,3,1369,20,263963,2021
1,0,1,0,1484,29,263963,2022
2,0,17,4,2716,40,26399,2012
5,0,27,13,2165,32,26399,2013
6,0,32,9,3180,41,26399,2014
1,0,27,3,3149,40,26399,2015
5,1,33,7,3485,44,26399,2016
2,0,27,7,2623,35,26399,2017
5,0,31,9,3111,43,26399,2018
1,0,20,4,1829,29,26399,2019
0,0,6,1,704,19,26399,2020
1,0,2,3,1227,24,264,2012
1,0,0,0,810,9,264014,2014
1,0,0,0,2700,30,264014,2015
0,0,0,0,2880,32,264014,2016
0,0,0,0,1282,15,264014,2017
1,0,0,0,82,2,264046,2014
7,0,0,2,1757,21,264046,2018
3,0,0,1,771,15,264046,2019
4,0,0,0,999,14,264046,2020
0,0,0,0,2,2,264046,2021
5,0,1,0,454,12,264046,2022
3,0,3,6,1650,20,264063,2013
1,0,4,1,1579,26,264063,2014
7,0,2,1,1005,17,264063,2015
6,0,3,1,966,20,264063,2016
2,0,5,1,1409,20,264063,2017
2,0,2,3,1398,23,264063,2018
3,0,0,2,1312,18,264063,2019
1,0,0,1,499,8,264063,2020
3,0,0,0,1076,13,264063,2021
3,0,1,3,1908,29,264063,2022
2,0,0,1,756,16,264063,2023
2,0,2,5,1367,32,26407,2012
6,0,2,1,1783,30,26407,2013
5,0,14,3,1743,39,264116,2015
4,0,11,4,2633,38,264116,2016
3,0,11,6,1951,33,264116,2017
3,0,12,8,2312,36,264116,2018
4,0,3,0,691,18,264116,2019
0,0,2,1,279,16,264116,2020
1,0,5,2,1076,32,264116,2021
0,0,0,0,41,2,264137,2019
0,0,4,2,1681,29,264137,2022
0,0,0,0,85,1,264140,2015
3,0,0,0,705,8,264140,2016
5,0,0,0,1440,16,264140,2017
8,1,0,0,1468,17,264140,2018
4,0,0,1,569,9,264140,2019
0,0,0,0,90,1,264191,2017
5,0,0,1,1110,12,264193,2021
1,0,0,0,180,2,264193,2022
0,0,0,0,142,4,264199,2014
2,0,0,1,1099,27,264206,2016
1,0,0,4,1218,22,264206,2018
2,1,1,2,1174,17,264206,2019
0,0,0,0,35,1,264220,2013
0,0,0,0,415,5,264220,2014
1,0,0,0,354,5,264220,2015
0,0,0,0,178,2,264220,2016
0,0,1,0,300,3,264220,2017
2,0,0,1,966,13,264220,2023
2,0,1,1,496,9,264299,2013
2,0,6,4,1849,30,264299,2014
3,0,1,2,650,19,264299,2015
0,0,0,0,28,1,264299,2016
3,0,0,0,2340,26,264302,2023
3,0,18,19,3298,37,26432,2012
2,0,4,3,1170,13,26432,2013
1,0,3,5,1252,14,26432,2015
3,0,9,6,2776,31,26432,2016
7,0,5,7,2468,29,26432,2017
0,0,5,6,1299,29,264372,2016
2,0,13,10,2241,31,264372,2017
2,0,14,12,3216,37,264372,2018
3,0,11,8,2489,32,264372,2019
2,0,15,9,2434,34,264372,2020
2,0,11,4,1966,24,264372,2021
4,0,12,12,3581,42,264372,2022
1,0,4,3,1586,24,264372,2023
0,0,0,0,7,1,264406,2013
0,0,0,0,90,2,264406,2014
0,0,0,0,31,5,264423,2012
0,0,1,0,248,12,264423,2013
0,0,0,0,189,4,264423,2014
4,0,7,4,2218,33,264423,2016
1,0,5,2,2136,26,264423,2017
0,0,5,3,1074,26,264423,2018
2,0,1,0,529,19,264423,2019
2,0,14,6,1892,23,264423,2020
0,0,2,0,147,8,264429,2015
3,0,2,4,577,19,264429,2016
0,0,0,0,117,6,264429,2018
9,0,1,2,3252,40,26443,2012
0,0,0,0,260,6,26443,2013
4,0,1,1,634,10,26443,2014
2,0,0,1,542,17,26443,2015
1,0,0,0,1080,12,264431,2017
0,0,0,0,90,1,264431,2020
1,0,0,0,360,4,264478,2014
0,0,0,0,70,4,264514,2017
0,0,1,0,27,1,264514,2018
0,0,1,3,328,7,26456,2012
2,0,2,1,486,11,26456,2014
3,1,7,4,2036,37,26456,2015
2,1,4,2,483,12,26456,2016
1,0,2,1,1499,27,264567,2014
1,0,0,0,538,10,264567,2015
3,0,1,2,446,16,264567,2017
4,0,2,1,1188,24,264567,2018
0,0,0,1,56,5,264576,2013
0,0,1,0,54,5,264576,2014
0,0,3,0,313,11,264576,2015
4,0,7,2,1302,24,264576,2016
8,0,2,1,805,20,264576,2017
5,0,3,2,1727,25,264576,2018
0,0,0,0,93,3,264576,2019
0,0,0,0,186,4,264595,2014
0,0,0,0,90,1,264595,2016
3,0,5,2,2533,30,26460,2012
8,0,3,5,2494,28,26460,2013
7,0,3,6,2835,33,26460,2014
4,0,0,3,2890,33,26462,2012
3,0,1,0,1015,13,26462,2013
1,0,0,0,292,6,264646,2014
0,0,0,0,79,1,264646,2017
1,0,0,0,113,4,264646,2018
0,0,0,1,842,14,264646,2023
3,0,0,2,1330,24,264660,2022
3,0,0,1,563,15,264660,2023
0,0,0,0,10,1,264718,2012
0,0,0,0,295,6,264737,2012
0,0,0,0,310,10,264748,2018
4,0,4,2,2383,29,264748,2019
5,0,2,4,2336,35,264748,2020
3,0,2,3,2551,32,264796,2019
6,0,4,1,2064,28,264796,2020
3,0,3,2,2265,27,264796,2021
2,0,2,5,1463,23,264848,2019
1,0,5,3,1682,31,264848,2020
3,0,3,1,1652,31,264848,2021
4,0,2,3,1489,24,264848,2022
2,0,0,1,318,9,264848,2023
7,1,2,2,3342,40,26485,2012
10,2,1,4,3691,43,26485,2013
5,1,3,3,3727,44,26485,2014
8,0,0,4,2371,31,26485,2015
3,0,0,1,1465,21,26485,2016
8,0,2,4,2621,31,26485,2017
1,0,0,3,2390,28,26485,2018
7,1,0,2,2806,38,26485,2019
8,0,2,1,3075,39,26485,2020
8,0,0,2,1824,27,26485,2021
0,0,0,0,430,8,26485,2022
0,0,0,0,120,2,26485,2023
0,0,0,0,3,1,264857,2015
0,0,3,0,521,11,264857,2016
0,0,1,1,280,11,26486,2012
2,0,6,5,2080,28,26486,2015
1,0,0,6,1098,22,26486,2016
1,0,1,0,451,15,264956,2015
0,0,1,1,191,11,264956,2016
3,0,12,6,2013,37,264956,2017
2,0,8,2,1340,30,264956,2018
0,0,0,0,262,10,264956,2019
0,0,0,0,34,3,264956,2020
1,0,0,0,77,7,264956,2021
0,0,2,0,770,11,26502,2012
4,0,1,0,485,7,265033,2020
5,1,0,0,2546,32,265040,2014
2,0,2,1,2551,29,265040,2016
1,0,5,3,2776,31,265040,2017
3,0,0,0,871,13,265040,2018
1,0,0,0,1164,15,265040,2019
6,0,4,1,1306,19,265040,2020
1,0,1,1,651,11,265040,2022
0,0,0,0,42,3,265051,2017
0,0,0,0,90,1,265077,2016
0,0,0,0,180,2,265077,2017
1,0,0,0,5,1,265078,2016
4,0,18,6,2683,46,265078,2017
2,0,9,2,1911,43,265078,2018
2,0,7,5,1631,43,265078,2019
0,0,0,1,485,24,265078,2020
2,0,3,2,1552,31,265078,2021
1,0,0,0,93,2,265088,2015
8,0,2,0,1818,28,265088,2016
8,0,0,1,1496,33,265088,2017
8,0,3,4,2029,31,265088,2018
9,0,0,4,2671,34,265088,2019
9,0,4,3,2885,34,265088,2020
8,0,3,5,3054,43,265088,2021
11,0,0,2,3640,49,265088,2022
6,0,1,4,2009,25,265088,2023
9,0,2,1,1895,26,265127,2019
3,0,1,0,1323,27,265127,2020
10,0,1,1,1958,30,265127,2021
3,0,0,0,563,19,265127,2022
3,0,0,0,372,13,265127,2023
0,0,0,1,315,4,265132,2015
7,0,2,0,2084,27,265136,2013
1,0,1,0,835,12,265136,2015
4,0,0,0,1148,15,265136,2016
1,0,0,0,115,2,265136,2017
4,0,0,0,1400,16,265136,2019
5,0,0,0,2370,26,265153,2015
0,0,0,0,1740,19,265153,2016
1,0,0,0,2662,30,265153,2017
0,0,0,0,518,6,265153,2018
0,0,0,0,90,1,265153,2020
2,0,0,0,1530,17,265153,2021
3,0,0,0,2520,28,265153,2022
1,0,0,0,585,7,265153,2023
0,0,0,0,248,8,265209,2023
0,0,0,0,176,4,265254,2016
1,0,0,0,319,7,265254,2017
0,0,0,0,10,1,265267,2012
1,0,0,0,144,4,265267,2014
2,0,1,0,585,14,265267,2015
4,0,1,1,939,14,265267,2016
4,0,0,0,1008,15,265282,2016
1,0,0,1,452,6,265282,2021
7,0,2,2,2186,25,265282,2022
5,0,1,0,1575,18,265282,2023
0,0,0,0,3,1,265312,2014
1,0,6,2,1569,24,265324,2023
5,0,0,0,1248,16,265383,2019
8,1,4,2,3240,37,265383,2020
5,1,1,0,1407,21,265383,2021
0,0,0,0,237,7,265396,2012
0,0,0,0,132,4,265471,2014
1,0,0,0,166,2,265471,2015
0,0,0,0,180,2,265471,2016
0,0,3,1,1166,15,265504,2016
1,0,6,3,1589,30,265504,2017
0,0,1,0,457,15,265504,2018
0,0,0,1,360,16,265513,2014
0,0,4,2,806,15,265513,2015
0,0,2,0,1166,31,265513,2016
4,0,8,3,1316,26,265513,2017
3,0,9,3,1539,25,265513,2018
1,0,11,2,2511,32,265513,2019
0,1,2,0,889,21,265513,2020
3,0,8,0,1938,28,265513,2021
0,0,3,4,786,21,265513,2022
1,0,1,1,427,14,265513,2023
0,0,0,0,45,1,265542,2014
3,0,0,0,472,12,265542,2021
3,0,0,1,2178,30,265542,2022
6,0,0,1,2679,30,265542,2023
0,0,0,0,53,2,265545,2013
0,0,0,0,6,1,265551,2012
1,1,0,0,544,9,265551,2018
3,0,3,1,1936,26,265569,2016
4,0,0,0,2053,27,265569,2017
2,0,0,2,2259,29,265569,2018
1,0,0,1,534,12,265569,2019
3,0,1,0,1159,19,265569,2023
4,0,1,2,1207,20,265581,2015
1,0,0,0,441,7,265581,2016
1,1,0,0,80,2,265589,2017
4,0,1,0,1075,13,265589,2018
7,1,0,1,2313,27,265589,2019
6,0,0,5,2158,26,265589,2020
9,1,1,2,2938,33,265589,2021
4,2,1,2,2728,32,265589,2022
0,0,1,4,1424,28,265592,2020
2,1,0,0,195,5,26562,2013
0,0,1,0,64,5,265625,2016
4,0,2,1,1130,19,265625,2017
8,0,0,1,1072,19,265625,2018
3,0,3,3,2072,27,265625,2019
2,0,1,0,369,13,265625,2020
3,0,2,0,1047,28,265625,2021
0,0,0,0,226,6,265625,2022
0,0,0,0,81,1,265625,2023
8,0,1,0,2236,25,265648,2017
3,0,3,0,1233,15,265648,2018
7,0,1,0,2425,29,265648,2019
10,0,1,0,3218,36,265648,2020
2,0,1,0,1226,14,265648,2021
1,1,0,0,396,8,265671,2015
6,0,0,1,983,14,265671,2016
7,0,1,0,2877,32,26569,2012
9,0,0,0,1660,22,26569,2013
1,0,1,0,453,14,26574,2012
10,0,4,6,2347,27,26574,2016
10,0,4,4,2198,33,26574,2017
5,0,10,6,2401,31,265763,2017
1,0,0,0,540,18,265763,2019
4,0,0,1,741,23,265763,2020
4,0,6,3,2258,32,265763,2021
8,0,7,3,2266,28,265763,2022
0,0,0,0,45,1,265763,2023
8,0,0,0,1552,20,26579,2013
1,1,0,0,1660,19,26582,2012
3,0,0,0,3060,34,26582,2013
1,0,0,0,2101,24,26582,2014
0,0,0,0,1170,13,26582,2015
3,0,0,0,3767,43,26582,2016
2,0,0,0,2251,26,26585,2016
2,0,0,1,1848,22,26585,2017
3,0,1,0,1002,13,265879,2019
3,0,0,0,2529,29,265879,2020
1,0,0,0,1071,20,265879,2021
0,0,0,0,46,2,265902,2016
8,0,0,1,1490,25,26591,2012
2,0,0,2,564,8,26591,2013
4,0,3,2,2244,25,26591,2014
1,0,0,1,852,13,26591,2015
3,0,1,3,2242,26,26591,2016
3,0,0,6,2086,24,26591,2017
4,0,1,4,2201,26,26591,2018
5,0,0,3,1568,21,26591,2019
1,0,0,0,322,5,26591,2020
1,0,0,0,58,3,265916,2013
0,0,0,0,90,1,265930,2012
2,0,0,0,369,15,265930,2013
0,0,0,0,27,2,265978,2013
1,0,0,0,11,2,265978,2014
2,0,0,1,232,5,265990,2023
0,0,0,0,180,2,266203,2015
1,0,0,0,270,3,266203,2016
1,0,0,0,720,8,266203,2017
0,0,0,0,184,5,266209,2018
3,0,3,0,1128,18,266302,2014
11,0,3,0,2349,35,266302,2015
8,0,7,8,3049,39,266302,2016
12,0,14,8,3832,48,266302,2017
10,1,7,3,3035,41,266302,2018
10,0,8,8,3526,43,266302,2019
6,0,8,11,3491,41,266302,2020
8,0,11,12,3778,47,266302,2021
10,0,11,8,3472,44,266302,2022
0,0,0,0,2745,31,26633,2012
0,0,0,0,369,13,266332,2018
1,0,0,0,630,7,266340,2016
3,0,2,1,1069,20,266359,2014
3,0,10,6,3103,37,266359,2017
7,0,7,6,3083,44,266359,2018
7,0,2,4,2345,31,266359,2019
9,0,6,6,2929,42,266359,2020
2,0,11,16,3368,40,266359,2021
9,0,7,13,3600,44,266359,2022
4,0,6,3,1935,25,266359,2023
2,1,0,0,751,13,266414,2018
0,0,0,0,222,3,266414,2019
1,0,0,0,254,4,266414,2020
1,0,0,0,555,8,266414,2021
1,0,0,0,574,11,266414,2022
2,0,0,1,336,9,266487,2013
0,0,0,0,20,7,266487,2014
0,0,0,0,128,2,266582,2013
3,0,0,0,1265,19,266615,2020
3,0,1,0,1645,21,266615,2021
2,0,1,0,1437,19,266615,2022
5,0,0,0,2741,32,26669,2012
0,1,2,0,2836,33,26669,2013
2,0,2,1,3150,35,26669,2014
3,0,0,0,3627,40,26669,2015
3,0,0,0,1498,21,26669,2016
0,0,1,0,1748,27,26669,2017
2,0,0,0,1231,15,26669,2018
4,0,0,0,2532,33,26669,2019
1,0,0,0,859,16,26669,2020
2,1,2,3,1821,29,266768,2022
2,0,3,4,1347,21,266768,2023
3,0,0,0,593,9,266775,2016
4,0,0,0,646,16,266775,2017
0,0,0,0,7,1,266781,2013
1,0,0,0,364,6,266781,2014
1,0,0,0,129,3,266781,2015
15,1,3,2,2928,36,266795,2015
12,1,2,3,2402,35,266795,2016
2,0,1,0,1560,28,266795,2017
6,0,3,1,1624,29,266795,2018
9,0,0,3,1718,24,266795,2019
7,0,0,1,1015,30,266795,2020
8,0,5,1,1314,18,266795,2021
5,1,4,2,1802,24,266795,2022
1,1,0,2,1210,17,266795,2023
8,0,8,4,1378,36,266807,2015
8,0,8,11,1921,47,266807,2016
8,0,9,9,3261,56,266807,2017
10,1,2,4,2103,41,266807,2018
8,0,7,8,2821,44,266807,2019
3,0,9,11,3065,48,266807,2020
5,1,13,6,2428,49,266807,2021
2,1,10,4,1932,45,266807,2022
2,0,5,2,991,29,266807,2023
2,0,1,2,1448,21,266809,2017
3,0,0,0,537,9,26683,2012
0,0,0,0,45,1,266911,2012
0,0,0,0,1,1,266911,2013
2,0,0,0,934,12,266941,2022
0,0,0,0,77,7,267056,2018
0,0,0,0,234,4,267101,2016
3,0,4,3,2058,33,267116,2017
2,0,2,1,1166,24,267116,2020
3,1,1,1,2017,33,267147,2022
0,0,0,0,94,8,267160,2022
4,0,10,2,1937,22,267160,2023
5,0,4,6,3329,38,26721,2012
9,0,2,3,2486,32,26721,2013
6,0,4,3,2620,31,26721,2014
12,0,5,5,3108,36,26721,2015
9,0,5,3,2711,34,26721,2016
6,0,1,1,2848,37,26721,2017
3,0,1,0,1289,19,26721,2018
4,0,0,1,683,14,26721,2019
7,0,3,2,2899,35,26721,2020
9,0,1,4,2799,33,26721,2021
7,0,0,0,2165,31,26721,2022
9,0,1,0,1504,20,267330,2019
7,0,0,1,2282,27,267330,2020
0,0,0,0,259,3,267356,2017
8,0,0,2,2240,26,267356,2020
3,0,0,2,1268,15,267382,2015
0,0,0,0,120,1,267382,2018
5,0,1,1,999,21,267382,2021
0,0,1,0,544,14,267382,2022
0,0,0,0,65,3,267382,2023
1,0,2,1,314,6,267383,2015
4,0,0,0,1397,26,267383,2016
0,0,3,1,1059,23,267383,2017
2,0,2,3,969,22,267383,2018
8,0,2,5,2041,29,267383,2019
10,0,3,6,1802,30,267383,2020
5,0,9,7,2098,30,267383,2021
1,0,0,2,498,12,267383,2022
2,0,3,1,460,13,267383,2023
0,0,0,0,180,2,267388,2018
0,0,0,0,59,1,267396,2013
0,0,0,0,216,4,267396,2014
0,0,0,0,90,1,267396,2015
1,0,0,0,168,5,267396,2016
0,0,0,1,98,2,267396,2017
1,0,1,2,530,8,267396,2018
5,0,0,0,714,9,267396,2019
8,0,1,2,2094,24,267396,2020
4,0,0,2,1000,15,267396,2021
6,0,0,1,1499,20,267396,2022
1,0,0,0,355,7,267396,2023
1,0,1,0,111,6,26741,2013
0,0,0,0,110,4,267420,2016
0,0,0,0,145,3,267420,2017
10,0,0,0,1734,28,267433,2021
3,0,0,0,2078,31,267473,2022
2,0,0,2,1471,21,267473,2023
1,0,0,0,90,1,267497,2013
2,0,0,0,1440,16,26751,2013
1,0,0,0,969,13,26751,2017
0,0,0,0,181,3,26751,2018
1,0,0,0,273,8,267533,2014
1,0,0,0,254,3,267533,2016
0,0,0,0,90,1,267546,2014
2,0,0,0,292,7,267556,2014
0,0,0,0,42,2,267614,2015
0,0,2,0,100,2,267614,2016
1,0,4,2,1122,18,267614,2018
0,0,2,1,1034,22,267614,2019
0,0,0,0,17,1,267614,2022
2,0,0,1,1065,15,26763,2012
0,0,0,0,16,1,26763,2013
0,0,0,0,135,3,26763,2015
1,0,0,0,130,2,26763,2016
3,0,0,0,2690,30,26764,2012
6,0,1,7,4291,48,26764,2013
1,0,0,0,1090,14,26764,2014
5,0,0,3,3447,40,26764,2015
4,0,0,2,1849,25,26764,2016
1,0,1,0,955,13,26764,2017
0,0,0,0,121,7,267676,2017
3,0,1,2,637,12,267701,2018
3,0,6,3,1491,30,26771,2012
2,0,3,2,1524,20,26771,2013
1,0,0,2,1695,24,267732,2020
1,0,0,0,570,7,26774,2012
4,0,4,2,2192,30,267911,2017
7,0,7,4,2165,27,267911,2018
3,0,1,0,1485,23,267911,2020
5,0,6,9,3312,40,26797,2012
2,0,12,3,3043,36,26797,2013
3,0,1,5,2124,25,26797,2014
0,0,2,2,776,11,26797,2015
5,0,0,0,1146,14,26801,2013
1,0,1,0,416,12,26802,2017
0,0,4,0,261,14,26802,2018
1,0,2,0,233,6,268055,2012
3,0,4,3,1313,19,268093,2021
0,0,0,0,9,1,268112,2013
1,0,1,0,184,4,268112,2014
3,0,3,5,1009,16,268112,2016
5,0,8,6,2953,37,268112,2017
2,0,9,11,2829,36,268112,2018
3,0,11,12,2649,30,268112,2019
3,0,9,7,3062,36,268112,2020
4,0,5,4,2204,30,268112,2021
2,0,7,3,2280,35,268112,2022
5,0,2,2,1137,29,268112,2023
0,0,0,0,79,3,268113,2013
0,0,2,1,954,13,268113,2014
3,0,0,5,1582,19,268113,2015
2,0,0,2,602,11,268113,2016
6,0,2,4,3534,40,268113,2017
6,0,2,5,3145,35,268113,2018
8,0,4,4,2802,31,268113,2019
1,0,1,3,1085,24,268113,2020
5,0,2,5,2432,31,268113,2022
0,0,2,0,1132,15,268113,2023
3,0,0,1,1940,26,268119,2017
2,0,1,2,3060,35,268119,2018
1,0,0,2,1787,23,268119,2019
1,0,2,0,2220,30,268119,2020
6,0,2,6,2309,29,268119,2021
4,0,0,0,1843,27,268119,2022
3,0,1,5,2385,27,268119,2023
2,0,0,0,509,9,268122,2016
0,0,0,1,609,15,268122,2021
1,0,0,0,132,9,268122,2022
3,0,0,0,625,9,26815,2014
0,0,0,0,24,1,268162,2017
0,0,0,0,118,5,268174,2015
0,0,0,0,79,3,268174,2016
0,0,0,1,206,5,268174,2017
7,0,0,4,2344,29,268176,2018
2,0,0,0,561,7,268176,2019
0,0,0,0,140,5,268178,2018
2,0,0,3,1999,26,268178,2019
7,0,2,7,2363,31,268178,2020
3,0,0,2,1803,26,268178,2021
5,0,1,3,2199,31,268178,2022
0,0,0,0,90,1,268179,2016
0,0,0,0,107,2,268179,2018
10,0,0,1,2463,32,268179,2022
3,0,0,0,589,14,268179,2023
0,0,0,0,5,1,268216,2014
0,0,0,0,8,3,268216,2015
0,0,0,0,167,2,268228,2013
2,0,0,0,357,9,268273,2022
1,0,0,0,233,5,268273,2023
0,0,0,0,279,7,268327,2016
0,0,6,5,944,28,268327,2017
0,0,1,3,1242,27,268327,2018
2,0,4,2,1186,18,268327,2019
2,0,1,3,1450,30,268327,2023
0,0,0,0,2,1,268426,2016
0,0,0,0,22,1,268427,2014
0,0,0,0,208,6,268427,2015
0,1,0,0,29,1,268427,2018
3,0,2,6,1323,24,268427,2023
4,0,5,6,2521,39,268429,2022
1,1,2,3,1610,24,268429,2023
2,1,0,0,583,15,268506,2022
2,0,0,0,155,8,268506,2023
0,0,0,0,285,5,268527,2023
3,0,4,3,1859,37,268555,2017
0,0,0,0,67,8,268555,2018
0,0,0,0,120,4,268555,2020
4,0,1,4,2269,32,268606,2021
3,0,1,0,652,20,268606,2022
0,0,0,3,652,14,268620,2018
4,0,2,0,1018,20,268620,2019
1,0,1,0,218,3,268642,2019
0,0,0,0,90,1,268670,2014
3,0,0,0,238,8,268670,2015
11,0,1,0,1889,31,268670,2017
5,0,1,0,837,12,268670,2018
8,1,0,6,2198,35,268670,2021
12,0,1,7,2993,38,268670,2022
9,0,0,2,1713,23,268670,2023
2,0,0,0,532,12,268697,2017
3,0,0,1,998,17,268697,2020
7,0,1,0,797,14,268697,2021
0,1,0,1,506,12,268697,2022
1,0,0,0,792,10,268713,2021
0,1,0,0,410,8,268713,2022
0,0,0,0,116,4,268732,2013
0,0,0,1,439,12,268732,2014
0,0,0,0,474,10,268732,2015
3,0,5,2,1550,20,268732,2018
3,0,3,1,1758,28,268732,2020
3,0,3,4,1216,18,268732,2023
3,0,2,4,1029,12,26876,2012
0,0,0,0,249,7,26876,2013
0,0,0,0,123,5,26876,2014
5,0,5,8,2456,33,26878,2012
5,0,11,9,2267,33,26878,2013
8,0,8,4,2724,32,26878,2014
4,0,1,3,1051,19,26878,2015
0,0,0,0,5,1,268926,2012
0,0,0,0,45,1,268932,2012
0,0,0,0,90,1,268946,2018
0,0,0,0,297,4,268946,2019
0,0,0,0,51,2,268949,2016
0,0,0,1,234,3,268949,2017
0,0,0,0,13,1,268949,2018
0,0,0,0,90,1,268957,2015
0,0,0,1,180,2,268957,2019
0,0,0,1,48,2,268958,2014
0,0,2,0,400,10,268958,2015
0,0,0,0,6,2,26898,2012
0,0,0,0,23,1,269116,2016
2,0,2,0,2021,25,269171,2023
0,0,0,0,24,1,269298,2018
1,0,0,0,1530,17,26934,2012
2,0,0,0,1290,14,269351,2018
6,0,5,3,2475,28,26936,2012
3,0,2,1,1350,15,26936,2013
2,0,0,1,1725,21,26936,2014
8,0,2,0,2129,24,26936,2015
6,0,0,0,1890,21,26936,2016
4,0,0,0,1215,14,269365,2019
1,0,0,0,463,7,269365,2020
4,0,0,0,693,12,269365,2021
2,0,0,0,624,9,269365,2022
1,0,0,0,126,6,269371,2015
0,0,1,0,294,7,269371,2016
0,0,0,0,48,3,269371,2017
2,0,6,2,1149,17,269371,2018
6,0,4,2,1194,21,269371,2019
7,0,3,1,808,21,269371,2020
8,0,4,3,1565,27,269371,2022
2,0,1,0,912,16,269371,2023
3,0,7,4,2369,27,269374,2014
0,0,1,0,90,1,269374,2015
1,0,3,1,1421,21,269374,2016
1,0,0,0,351,6,269374,2017
1,0,4,0,651,9,269374,2018
0,0,0,0,188,10,269374,2020
0,0,1,0,276,5,269374,2021
0,0,0,0,50,2,269374,2022
4,0,2,0,951,20,269393,2022
3,0,2,1,1668,22,269393,2023
2,0,3,1,1338,25,26946,2013
2,0,0,0,454,7,269467,2014
7,0,1,0,2290,28,269467,2016
1,0,0,0,407,6,269467,2017
4,0,1,0,1837,22,269467,2018
3,0,1,0,1106,16,269467,2019
4,0,1,0,1324,16,269467,2020
0,0,11,3,1712,24,269503,2019
0,0,0,0,100,3,269503,2020
0,0,1,1,579,8,269503,2021
0,0,0,1,614,7,269503,2022
0,0,0,0,213,4,269510,2016
0,0,0,0,390,6,269585,2015
8,0,1,0,1839,24,269585,2016
2,0,0,0,1016,15,269585,2017
0,0,0,0,116,4,269601,2021
0,0,0,0,3,1,269669,2014
1,0,0,0,141,7,269669,2015
1,0,1,0,546,18,269669,2016
0,0,0,0,4,1,269677,2014
1,0,0,0,274,4,269677,2015
6,0,5,4,1636,22,269766,2019
3,1,5,2,1398,20,26980,2013
5,0,6,2,976,15,26980,2015
6,0,2,1,1145,22,269817,2015
1,0,1,0,294,6,269817,2019
2,0,0,0,275,5,269817,2020
2,0,0,1,377,8,269861,2014
2,0,0,0,1971,23,269864,2018
0,0,0,0,1260,14,269864,2020
8,0,7,3,2427,29,269866,2016
2,0,1,0,434,9,269866,2017
0,0,0,0,60,2,269878,2013
3,0,2,0,550,14,269878,2014
0,0,5,2,1296,24,269878,2015
6,0,14,4,2336,26,269878,2016
6,0,5,0,1353,22,269878,2017
1,0,0,0,108,9,269878,2018
6,0,6,4,2063,32,269878,2019
4,0,3,7,2091,31,269878,2020
2,0,7,0,893,32,269878,2021
2,0,12,0,1418,31,269878,2022
1,0,10,2,1555,21,269878,2023
1,1,1,1,565,14,269927,2014
2,0,0,0,167,6,270019,2022
8,0,1,2,1519,25,270051,2017
8,1,2,0,1479,20,270051,2018
6,0,1,1,2179,25,270051,2019
3,1,1,1,2664,34,270051,2020
8,0,6,1,3150,36,270051,2021
9,0,1,1,3785,44,270051,2022
0,0,0,0,1,1,270055,2012
1,0,0,0,188,3,270055,2017
8,0,0,3,1876,26,270055,2021
11,0,1,1,2386,30,270055,2022
0,0,0,1,991,13,270055,2023
0,0,0,0,1530,17,27017,2012
0,0,0,0,450,5,27017,2014
0,0,0,0,90,1,27017,2015
2,0,0,0,1290,14,27017,2016
0,0,0,0,180,2,27017,2017
1,0,0,0,90,1,27017,2020
3,0,4,1,2531,34,270171,2021
3,0,3,1,2231,36,270171,2022
4,0,0,3,2271,27,270171,2023
0,0,1,0,169,5,270188,2014
1,0,1,1,516,11,270188,2015
1,0,0,1,205,6,270188,2016
4,0,4,4,3095,35,270188,2017
0,0,1,0,722,14,270188,2018
3,0,1,3,1759,25,270188,2019
1,0,1,0,710,10,27019,2014
2,0,0,0,617,7,270191,2017
4,0,0,0,861,10,270221,2022
6,0,1,2,1440,16,270221,2023
2,0,1,0,1284,15,270240,2017
1,0,0,0,247,5,270296,2017
3,0,5,2,1082,25,2703,2012
2,0,4,1,1391,23,2703,2013
5,0,1,2,1245,23,270308,2017
0,0,0,0,676,11,270308,2018
0,0,0,0,13,2,270393,2012
3,0,2,4,1368,25,270393,2014
2,0,6,4,1916,23,270393,2016
2,0,6,10,2570,32,270393,2017
4,0,27,6,3005,40,270393,2018
4,0,5,9,2908,36,270393,2019
1,1,2,2,1604,30,270393,2020
1,0,0,4,388,13,270393,2021
1,0,3,4,1527,25,270393,2022
2,0,3,3,1002,19,270393,2023
0,0,0,0,40,1,270410,2013
0,0,0,0,15,1,270410,2015
0,0,0,0,144,9,270411,2016
1,0,5,2,1959,32,270411,2017
0,0,3,1,1451,26,270411,2018
1,0,0,0,99,7,270411,2019
4,0,2,1,601,17,270411,2020
1,0,1,1,923,23,270411,2021
4,0,7,4,2034,34,270411,2022
0,0,0,1,863,20,270414,2015
0,0,0,0,6,1,270456,2012
0,0,0,0,360,4,27053,2014
2,0,0,0,299,8,270541,2015
2,0,0,0,79,6,270541,2016
4,0,7,1,1293,22,270541,2017
0,1,4,1,1236,14,270541,2018
6,0,9,1,1928,23,270541,2019
3,0,12,1,2108,31,270541,2020
1,0,10,1,1095,39,270541,2021
6,0,13,1,1909,27,270541,2022
0,0,19,2,1252,17,270541,2023
0,0,0,0,447,6,270571,2020
0,0,0,0,41,1,270576,2012
0,0,0,0,73,2,270576,2015
