yellow_cards,red_cards,goals,assists,minutes_played,games,player_id,season
3,0,0,0,657,10,627229,2022
1,0,1,0,235,12,627248,2023
0,0,0,0,12,1,627287,2020
0,0,0,0,229,4,627290,2020
3,1,0,0,1184,15,627290,2022
1,0,2,0,126,7,627294,2019
1,0,8,1,959,28,627294,2020
3,0,2,0,1037,25,627294,2021
0,0,0,0,19,3,627294,2022
1,0,6,0,658,19,62735,2016
0,0,2,1,884,16,62735,2017
0,0,0,0,17,1,627358,2021
1,0,0,0,182,4,6274,2013
0,0,0,0,54,2,627408,2022
1,0,10,0,1181,28,627442,2023
0,0,0,0,1,1,627443,2020
4,0,1,0,1147,15,627443,2022
0,0,0,0,152,3,627463,2019
1,0,0,0,38,5,627464,2020
0,0,0,0,21,1,627469,2019
3,0,1,1,1308,21,62749,2012
9,0,5,1,1886,25,62749,2013
0,0,0,1,494,15,62749,2014
1,0,5,0,1007,12,62749,2015
5,0,3,1,927,21,62751,2012
2,0,7,2,775,20,62751,2013
0,0,0,0,19,1,627626,2021
8,0,5,5,1917,32,627626,2022
2,0,2,1,975,24,627750,2021
1,0,0,1,167,8,627750,2022
1,0,2,0,611,14,627750,2023
0,0,0,0,83,2,627760,2023
2,0,0,0,3231,36,6278,2012
2,0,0,0,1620,18,62785,2013
0,0,0,0,72,3,627936,2020
6,0,0,0,1161,21,627936,2022
4,1,1,1,857,18,627936,2023
2,0,0,0,98,12,627939,2020
0,0,0,0,288,8,627939,2021
11,0,4,5,2098,28,627939,2022
0,0,0,0,173,6,627939,2023
5,0,3,2,2278,28,62800,2013
6,0,0,0,1568,22,62800,2014
1,0,0,0,507,8,62800,2015
0,0,0,0,201,3,628080,2019
5,0,0,0,1552,20,628223,2021
1,0,3,0,1494,23,62827,2013
0,0,2,2,1031,23,62831,2013
3,0,3,0,447,9,62832,2019
1,0,1,0,169,6,62832,2020
0,0,0,0,7,1,628331,2020
1,0,0,0,123,9,628331,2021
3,0,3,6,1941,28,628331,2022
3,0,9,5,1816,31,628331,2023
0,0,0,0,8,1,628332,2020
0,0,0,0,256,5,62834,2012
1,0,0,0,241,9,62834,2015
2,0,0,1,1668,24,62834,2016
6,0,3,2,1886,25,62834,2017
7,0,3,4,2467,34,62834,2018
3,0,1,5,2212,28,62834,2019
2,0,0,0,670,16,62834,2020
3,0,5,1,1365,26,628366,2023
1,0,0,1,62,1,628451,2021
9,0,1,0,2377,31,628451,2022
0,0,0,0,32,1,628451,2023
0,0,0,0,90,1,628492,2020
0,0,0,1,24,1,628494,2022
0,0,0,0,45,1,628496,2022
1,0,0,0,13,1,628499,2022
0,0,0,1,3780,42,62855,2012
0,1,0,0,3780,42,62855,2013
0,0,0,0,3990,44,62855,2014
1,1,0,0,3173,36,62855,2015
0,0,0,0,1164,14,62855,2016
1,0,0,0,2070,23,62855,2017
1,0,0,2,294,12,628558,2021
3,0,0,0,296,4,628569,2018
0,0,0,0,62,1,628569,2019
1,0,1,0,341,5,628570,2018
0,0,0,0,90,1,628580,2023
1,0,0,0,14,2,628645,2020
2,0,2,1,1406,26,6287,2012
0,0,0,1,922,13,6287,2013
2,0,19,4,1216,32,6288,2012
1,0,4,2,889,15,6288,2013
5,0,28,6,3089,38,6288,2015
4,0,17,1,2973,35,6288,2016
3,0,9,5,2492,31,6288,2017
5,0,7,2,2306,32,6288,2018
1,0,0,0,1727,21,628834,2023
0,0,0,0,11,2,628835,2022
0,0,0,0,340,10,628886,2021
1,0,1,0,55,2,628886,2022
3,2,2,1,2990,36,62909,2012
1,0,0,0,790,15,62909,2013
15,0,0,0,2719,33,62913,2014
7,0,0,0,718,13,62913,2015
8,0,0,1,2227,26,62913,2016
2,0,0,0,194,4,62913,2019
9,0,2,0,3630,40,62915,2012
3,0,1,1,1886,22,62915,2013
4,0,0,4,3027,34,62915,2014
3,0,0,0,768,10,62915,2015
10,0,0,1,2291,33,62920,2012
4,1,1,2,1433,19,62920,2013
13,0,0,0,4332,51,62920,2015
7,2,1,1,3077,36,62920,2016
11,0,2,1,3047,34,62920,2017
10,0,0,0,2516,28,62920,2018
8,0,0,1,2122,24,62920,2019
10,0,2,0,2519,31,62920,2020
2,0,0,1,1791,23,62920,2021
2,0,0,0,826,14,62920,2022
10,0,1,1,3435,39,62941,2012
8,0,1,0,2993,36,62941,2013
3,0,0,1,1877,22,62941,2015
6,0,0,0,3314,37,62945,2015
5,0,1,1,2392,28,62945,2016
9,0,0,1,3420,38,62945,2017
6,0,0,0,1995,23,62945,2021
8,0,0,0,3240,36,62945,2022
4,0,1,0,722,9,62945,2023
0,0,0,1,266,5,629566,2018
0,0,0,0,36,1,629566,2019
1,0,0,0,150,5,629566,2020
3,0,2,4,1202,24,629567,2020
6,0,4,5,2231,30,629567,2021
1,0,2,5,1072,13,629567,2022
7,0,1,0,1139,18,629585,2018
0,0,0,0,86,4,629585,2019
0,0,0,0,9,1,629588,2019
0,0,1,0,865,22,629588,2022
0,0,3,3,1018,23,629588,2023
0,0,1,0,555,10,62966,2012
1,0,0,0,381,8,62966,2014
0,0,0,0,90,1,629773,2021
0,0,0,0,107,2,629773,2022
0,0,0,0,180,2,629773,2023
0,0,0,0,57,1,629940,2022
4,0,0,1,1422,24,630015,2022
0,0,3,0,815,21,630032,2021
0,0,2,0,1068,16,630032,2022
2,0,1,0,1430,23,630032,2023
0,0,0,0,148,8,6301,2012
3,0,4,1,1333,30,6301,2013
4,0,1,3,1360,23,63022,2012
6,0,0,1,1066,17,63022,2013
0,0,1,0,472,13,63022,2015
2,0,0,1,698,13,63022,2016
6,0,0,0,700,16,63022,2017
1,0,0,2,836,14,63022,2018
1,0,0,1,467,11,63022,2019
0,0,0,0,269,5,63022,2020
1,0,0,0,524,18,63022,2021
12,0,0,0,2369,32,63040,2012
5,0,2,0,1486,32,63040,2013
12,1,0,2,3260,38,63040,2016
14,0,2,1,2330,29,63040,2019
10,0,1,2,2233,35,63040,2020
2,0,1,0,917,28,63040,2021
3,0,10,2,1683,21,63047,2019
4,0,9,2,1865,29,63047,2020
1,0,1,0,423,8,63056,2012
6,0,6,5,2571,37,63056,2013
7,0,7,5,2412,34,63056,2016
1,0,7,9,2848,38,63056,2019
0,0,7,2,2112,39,63056,2020
2,0,3,3,1027,31,63056,2021
0,0,0,3,189,4,63056,2022
1,0,0,0,154,4,630990,2019
1,0,1,1,816,19,630995,2020
1,0,1,4,1105,28,630995,2021
1,0,2,7,2235,39,630995,2022
0,0,3,2,992,22,630995,2023
0,0,0,0,16,3,631002,2019
3,0,3,0,809,26,631002,2023
2,0,0,1,816,20,631007,2022
2,0,0,1,1422,22,631007,2023
0,0,0,0,1,1,631093,2022
0,0,0,0,90,1,631099,2022
4,0,1,0,657,29,631112,2021
1,0,0,2,807,21,631112,2022
0,0,0,0,45,1,631221,2019
0,0,0,0,147,4,631221,2020
1,0,0,0,326,9,631221,2021
5,0,0,1,1417,20,631222,2021
3,0,0,0,1033,14,631222,2023
0,0,0,0,45,1,631223,2019
0,0,0,1,64,1,631223,2020
0,0,0,0,273,10,631278,2020
2,0,0,0,484,14,631278,2021
3,0,0,0,493,9,631278,2022
1,0,0,0,326,10,63130,2013
2,0,0,1,1375,19,63130,2017
0,0,0,0,10,3,631331,2022
1,0,1,0,220,8,631404,2021
1,0,0,0,121,10,631404,2022
0,0,0,0,204,3,631410,2023
7,0,0,0,2601,31,631472,2022
5,0,1,0,1190,17,631472,2023
8,0,0,2,2572,31,63149,2012
6,0,0,1,2339,28,63149,2013
6,0,0,0,2171,27,63149,2014
4,0,0,2,1171,16,63149,2015
1,0,0,0,225,3,63149,2016
2,0,0,0,1328,18,63149,2017
4,0,0,5,1593,27,63158,2014
1,0,0,1,269,10,63158,2016
0,0,0,0,27,1,631589,2020
0,0,0,1,270,3,631693,2023
1,0,2,4,820,17,63170,2012
4,0,3,3,1178,25,63170,2013
4,1,1,2,1270,21,63170,2014
1,0,1,0,634,14,63170,2015
4,0,1,0,1079,15,63170,2016
4,0,2,0,1387,21,63170,2017
1,0,1,0,914,18,63170,2018
0,0,0,0,372,18,631704,2021
1,0,7,1,688,20,631704,2022
3,0,0,0,818,11,631785,2019
1,0,0,0,416,8,631819,2021
3,0,0,1,782,13,631819,2022
4,0,3,0,870,14,631819,2023
0,0,0,0,9,1,631821,2020
4,0,3,1,1089,17,631821,2021
7,0,13,3,2139,37,631821,2022
2,0,7,5,1290,16,631821,2023
4,0,0,2,1020,25,63186,2012
6,0,5,1,1936,29,63186,2013
11,0,4,5,2665,35,63186,2014
7,0,8,1,3094,40,63186,2015
10,1,10,8,3098,43,63186,2016
6,0,0,0,1577,30,63186,2017
8,0,3,2,2124,30,63186,2018
4,2,5,10,2570,30,63186,2019
6,0,9,9,3420,39,63186,2020
6,1,1,4,2727,36,63186,2021
1,0,1,3,1478,30,63186,2022
6,0,0,1,1431,19,631904,2023
2,1,1,2,671,11,6320,2012
9,0,6,3,1832,31,63200,2016
10,0,10,0,2247,37,63200,2017
10,0,13,2,2813,42,63200,2018
4,0,6,0,1361,19,63200,2019
4,0,3,0,1433,24,63200,2020
4,0,1,0,799,23,63200,2021
2,0,1,2,1071,20,63204,2012
2,0,1,0,1303,19,63204,2013
3,0,0,0,626,16,63204,2014
5,0,0,0,1213,20,63204,2015
4,0,1,0,1038,25,63204,2016
6,0,0,1,875,19,63204,2017
5,0,1,2,1257,21,63204,2018
2,0,1,0,370,7,63204,2019
0,0,0,0,6,1,632085,2021
0,0,1,0,278,9,632088,2021
0,0,0,0,51,7,632088,2022
2,0,1,1,1094,16,632088,2023
5,0,0,0,1466,20,63209,2012
1,0,0,0,539,12,63209,2013
4,0,0,0,1151,17,63209,2014
0,0,0,0,1,1,632100,2022
1,0,0,0,165,5,6322,2012
5,0,5,4,2003,37,63223,2012
1,0,1,1,1247,32,63223,2013
3,0,8,7,3249,38,63223,2014
9,0,10,6,3089,37,63223,2015
0,0,0,0,180,2,63223,2016
0,0,0,0,221,3,63226,2015
1,0,1,3,1276,18,632349,2023
0,0,0,0,130,3,632495,2022
10,0,0,2,3307,37,63252,2012
4,0,0,0,2160,24,63252,2013
6,0,1,0,2223,27,63252,2014
5,1,1,1,1965,24,63252,2015
4,0,0,0,996,13,63252,2016
9,1,0,0,1800,23,63252,2017
1,0,0,0,157,3,63252,2018
4,0,1,1,2654,31,63265,2016
4,0,0,0,615,9,63265,2017
2,0,0,0,998,13,63265,2018
1,0,0,1,344,10,632667,2023
3,0,2,0,1436,24,632674,2020
0,0,0,0,149,7,632675,2020
1,0,0,1,2266,32,63270,2012
3,0,1,2,1573,27,63270,2013
1,0,2,0,1687,23,63270,2014
0,0,1,0,38,4,632741,2019
0,0,0,0,123,3,632831,2021
3,1,0,0,2046,27,63285,2013
0,0,0,0,20,1,632872,2022
3,0,6,2,1294,16,63289,2012
0,0,0,0,148,3,63289,2013
17,1,1,2,2881,35,63290,2012
19,0,4,1,3231,37,63290,2013
19,0,4,4,2930,38,63290,2014
15,0,1,6,2440,31,63290,2015
8,0,1,1,2288,27,63290,2016
14,0,0,2,2729,33,63290,2017
9,0,0,2,1111,20,63290,2018
14,0,0,3,2242,34,63290,2019
0,0,0,0,286,18,632901,2023
2,0,0,0,184,3,63293,2012
1,0,0,0,841,12,63293,2013
9,0,1,1,3278,37,63293,2014
4,0,1,1,1824,26,63293,2015
7,0,3,2,3334,38,63293,2016
8,0,1,1,2220,26,63293,2017
8,0,1,0,2250,26,63293,2018
8,0,0,4,2419,28,63293,2019
7,0,0,4,2268,28,63293,2020
0,0,0,0,189,4,63295,2015
1,0,0,0,237,3,63308,2012
0,0,0,0,551,8,63334,2012
2,0,0,0,270,3,63334,2013
2,0,2,4,1877,22,63334,2014
2,0,1,0,1310,17,63334,2015
0,0,0,0,90,1,633377,2020
0,0,0,0,34,3,633398,2018
6,0,11,6,2799,34,63342,2012
7,0,3,2,2465,29,63342,2013
4,0,6,4,2458,30,63342,2014
2,0,0,2,757,11,63342,2015
9,0,6,2,2494,35,63342,2016
6,1,1,1,1619,23,63342,2017
9,0,5,2,2923,34,63342,2019
4,0,0,1,2059,27,63342,2020
1,0,0,0,830,25,63342,2021
9,1,1,2,2329,30,63342,2022
4,1,1,0,979,20,63342,2023
4,0,1,1,534,11,633430,2021
0,0,0,0,23,1,633434,2022
0,0,0,1,376,5,633442,2020
0,0,0,0,360,4,633442,2023
0,0,0,0,155,2,633530,2021
1,0,0,1,1501,20,633530,2022
1,0,0,1,924,19,633530,2023
2,0,0,0,1267,16,63356,2012
0,0,0,0,240,5,63356,2013
2,0,0,0,1612,20,63356,2014
0,0,1,0,218,6,63356,2015
3,1,0,1,2512,29,63356,2016
5,0,2,1,2716,32,63356,2017
6,0,0,2,2150,26,63356,2018
4,0,1,2,1711,20,63356,2019
2,0,0,0,1961,28,63356,2020
0,0,0,0,90,1,633647,2022
0,0,0,0,292,5,633649,2022
0,0,1,1,119,3,633649,2023
3,0,0,0,1024,18,633650,2022
0,0,0,0,14,4,633650,2023
0,0,0,0,154,3,633652,2020
3,0,1,9,2270,31,633652,2021
0,0,0,0,3,1,633652,2022
0,0,1,1,238,3,633655,2020
2,0,0,0,273,6,633655,2021
0,0,0,0,139,2,633655,2022
0,0,0,0,23,1,633657,2020
0,0,0,0,13,1,633659,2022
3,0,3,0,837,17,633668,2023
0,0,0,0,81,4,633753,2022
1,0,0,2,843,15,633753,2023
1,0,1,0,310,8,63384,2012
6,0,0,5,1814,36,633992,2020
2,0,2,3,2200,36,633992,2021
5,0,5,5,3043,35,633992,2022
2,0,0,4,1577,24,633992,2023
1,0,1,0,80,5,634105,2022
0,0,0,1,161,9,634105,2023
0,0,0,0,90,1,634116,2022
2,0,0,0,754,14,634122,2022
0,0,0,0,10,1,634131,2019
0,0,0,0,57,2,634131,2020
7,0,3,6,2558,38,634131,2022
2,0,1,1,2058,29,634131,2023
1,0,0,0,214,4,63422,2013
2,0,4,3,1074,25,63422,2014
1,0,1,2,1403,24,63422,2015
2,0,0,0,711,17,63422,2023
2,0,0,0,27,4,634427,2020
0,0,1,0,270,8,634427,2022
3,0,1,2,539,16,634427,2023
1,0,1,0,324,13,634431,2021
1,0,0,1,315,13,634431,2022
2,0,0,1,1287,26,634431,2023
1,0,1,0,634,20,634461,2019
1,0,1,2,601,24,634461,2020
11,0,9,4,2666,32,634461,2022
2,0,4,3,3375,38,63459,2012
8,0,2,1,2229,26,63459,2013
5,0,2,4,2488,32,63459,2015
1,0,3,0,2090,25,63459,2016
0,0,0,0,14,1,63459,2017
3,0,0,1,2376,27,63459,2018
2,0,0,1,1300,17,63459,2019
1,0,0,0,766,11,63459,2020
4,0,2,1,2982,34,63463,2012
1,0,9,3,3216,38,63463,2013
2,1,8,4,2470,32,63463,2014
4,0,3,6,3177,43,63463,2015
6,0,7,5,3722,54,63463,2016
3,0,4,9,3081,39,63463,2017
4,0,2,4,2760,37,63463,2018
10,0,2,6,3632,45,63463,2019
7,0,1,1,1829,22,63463,2021
5,0,1,5,1461,17,63463,2022
3,0,1,5,1590,20,63463,2023
0,0,0,0,125,2,634666,2020
0,0,2,2,967,18,634666,2021
0,0,0,2,466,8,634666,2022
1,0,0,0,120,5,634666,2023
2,0,4,0,490,14,63469,2012
1,0,1,0,120,1,63469,2013
2,0,9,1,774,10,63469,2014
2,0,10,0,952,19,63469,2015
1,0,0,0,262,10,63487,2012
3,0,8,8,1955,36,63487,2013
2,0,16,4,2652,44,63487,2014
3,0,14,7,2166,30,63487,2015
2,0,11,2,1720,29,63487,2016
1,0,4,3,911,14,63487,2017
0,0,3,0,497,11,63487,2018
1,0,0,1,850,17,63487,2020
2,0,9,0,1536,28,63487,2021
2,1,12,0,1643,22,63487,2022
3,0,3,0,1078,19,63487,2023
0,1,2,0,740,9,63489,2012
6,0,1,1,2959,36,63489,2013
4,0,0,0,1925,28,63489,2015
4,0,2,0,2380,29,63489,2016
3,0,0,0,2393,28,63489,2017
1,0,0,1,1440,16,63489,2018
1,0,0,0,1264,15,63489,2021
3,0,0,0,711,16,63489,2022
3,0,1,0,1149,17,63489,2023
2,0,1,1,1229,19,63490,2015
3,0,0,2,944,12,63490,2017
1,0,0,0,583,13,63491,2012
5,0,2,2,1525,27,63491,2019
9,0,7,1,3016,34,63494,2012
2,0,1,0,1104,17,63494,2013
2,0,1,2,1203,17,63494,2014
7,0,0,1,3016,36,63494,2015
5,0,7,1,3303,38,63494,2016
3,0,2,0,1676,25,63494,2017
15,1,3,3,3345,38,63494,2018
8,0,0,3,2632,30,63494,2019
9,1,1,0,2105,27,63494,2020
12,0,3,5,3503,44,63494,2021
5,0,6,1,2188,33,63494,2022
7,0,0,2,1620,28,63494,2023
0,0,2,2,719,14,63496,2012
1,0,0,0,252,8,63496,2013
3,1,0,0,352,9,634963,2020
1,0,0,0,339,8,634963,2022
0,0,0,0,149,4,634963,2023
0,0,0,0,8,1,635162,2018
1,0,3,9,2739,36,63531,2012
7,0,2,6,3847,47,63531,2013
2,0,0,1,884,10,63531,2014
1,0,0,2,741,13,63531,2015
3,0,0,2,1883,24,63531,2016
4,0,0,0,2030,26,63531,2017
10,0,0,2,3578,42,63531,2018
2,0,0,1,899,11,63531,2019
0,0,0,0,216,9,63531,2020
1,0,0,0,89,1,635336,2018
4,0,2,2,2012,24,635336,2019
4,1,7,3,2389,33,635336,2020
6,0,0,0,1420,20,635336,2021
1,0,1,2,359,5,635336,2023
0,0,0,1,87,1,635346,2022
0,0,0,0,4,1,635347,2022
0,0,0,0,5,1,635481,2018
1,0,1,0,529,15,635802,2020
2,0,0,0,400,7,635803,2022
5,0,0,1,1015,18,635803,2023
0,0,0,0,374,10,635807,2022
0,0,0,0,18,1,635881,2022
4,0,1,0,1049,28,635904,2022
0,0,0,0,90,1,635993,2020
1,0,3,2,1806,30,63606,2012
4,0,1,2,2818,34,63606,2013
3,0,3,6,2938,36,63606,2014
4,0,4,6,2893,41,63606,2015
0,0,0,2,1474,24,63606,2016
2,0,0,0,360,4,636093,2020
1,0,0,0,641,11,636093,2021
0,0,0,1,197,4,636093,2022
1,0,0,0,1203,14,636093,2023
4,0,3,2,1724,32,636237,2022
1,0,0,0,186,5,636237,2023
0,0,0,0,207,7,636688,2021
5,0,1,7,3110,44,636688,2022
2,0,1,1,2000,28,636688,2023
0,0,0,0,23,1,636695,2022
2,0,3,1,1017,25,636703,2023
0,0,2,0,333,11,636752,2020
9,0,2,6,2561,33,63689,2013
13,0,3,1,2639,32,63689,2014
6,0,4,0,1639,31,63689,2015
7,0,2,1,1447,22,63689,2016
4,0,1,3,897,11,63695,2012
1,1,0,1,454,10,63695,2013
0,0,0,0,720,8,63706,2014
3,0,1,0,2379,28,63723,2013
10,0,5,0,3166,36,63723,2014
6,0,0,0,2715,32,63723,2015
6,0,1,0,2021,23,63723,2016
4,0,1,0,1176,15,63723,2017
4,0,1,3,655,21,637273,2020
1,0,0,0,17,1,637273,2022
0,1,1,1,839,13,63737,2012
3,0,1,2,1086,22,63737,2013
5,0,0,0,1024,21,63737,2014
1,0,1,2,1584,18,637446,2022
5,0,1,1,2257,28,637446,2023
0,0,0,0,5,1,637540,2022
0,0,0,0,180,3,637545,2023
1,0,0,1,285,7,637552,2023
0,0,0,0,4,1,637669,2018
1,0,1,0,502,11,637669,2019
1,0,0,1,215,14,637669,2020
1,0,0,0,24,4,637669,2021
2,0,1,0,871,12,637782,2020
3,0,0,0,653,8,637782,2021
13,0,1,1,2588,30,637782,2022
2,0,1,0,125,5,637802,2021
1,0,0,0,115,5,637802,2022
1,0,0,0,297,8,637808,2022
0,0,0,0,3,1,637900,2022
0,0,0,0,15,1,638196,2023
2,0,1,2,1720,25,63821,2013
5,0,1,1,2275,28,63821,2018
1,0,0,0,239,4,638235,2020
1,0,0,3,684,26,638235,2021
5,0,10,0,1541,31,63824,2012
1,0,4,0,781,14,63824,2013
0,0,0,0,258,4,63824,2015
1,0,2,2,691,14,63833,2013
0,0,1,0,140,7,63833,2014
1,0,1,0,315,7,63833,2015
1,0,0,0,270,3,638365,2020
7,0,1,0,1864,26,63837,2012
14,0,5,2,2648,35,63837,2013
11,0,11,4,2847,32,63837,2014
6,0,4,6,2350,34,63837,2015
9,0,1,4,2245,32,63837,2016
4,0,0,1,756,20,63837,2017
5,0,6,1,1430,17,63837,2018
2,0,3,1,1202,16,63837,2019
9,0,6,3,2624,32,63837,2020
6,0,1,0,1358,20,63837,2022
3,0,0,0,176,9,63837,2023
3,1,0,0,2612,30,63846,2012
4,0,0,2,3045,36,63846,2013
4,0,1,1,2340,26,63846,2014
2,0,0,0,1700,21,63846,2015
0,0,0,0,74,1,638552,2022
1,0,0,0,376,4,638588,2023
4,0,0,0,1340,29,638589,2022
0,0,0,0,1,1,638649,2020
2,0,0,1,788,13,638666,2022
1,0,1,1,1253,16,638666,2023
0,0,0,2,732,9,638793,2021
8,0,1,6,2150,28,638793,2022
2,0,3,2,1224,17,638793,2023
1,0,1,3,616,10,63899,2014
0,0,0,0,1,1,639002,2021
2,0,3,0,356,15,639246,2022
1,0,5,0,715,25,639246,2023
0,0,0,0,1,1,639368,2022
2,0,0,0,439,9,63955,2013
3,0,4,2,1185,16,63965,2013
1,0,0,0,1080,12,639712,2023
1,0,0,0,10,1,639758,2020
1,0,0,0,4035,45,64000,2018
0,0,0,0,3285,37,64000,2019
0,0,0,0,750,8,64000,2020
0,0,0,0,3360,37,64000,2021
1,0,0,0,1230,13,64000,2022
0,0,0,0,24,3,640026,2020
1,0,0,0,37,2,640026,2021
5,0,4,0,973,19,640109,2021
4,0,2,1,1772,32,640109,2022
4,1,0,0,903,14,64016,2012
3,0,0,0,475,11,64016,2013
7,0,0,1,1314,15,64016,2014
5,1,1,0,1058,16,64016,2019
8,1,1,0,771,17,64016,2020
0,0,0,0,1,1,640245,2020
0,0,2,0,1131,16,640245,2022
5,0,1,1,2732,31,640245,2023
7,0,0,0,2452,29,6403,2012
6,1,0,0,1930,26,6403,2013
0,0,0,1,225,10,6403,2014
0,0,0,0,405,5,6404,2016
0,0,0,0,855,10,6404,2017
1,0,0,0,364,7,640428,2018
4,1,1,2,2354,30,640428,2019
7,0,1,3,2743,39,640428,2020
11,0,2,2,1870,46,640428,2021
13,0,0,2,3578,59,640428,2022
7,0,0,2,1676,27,640428,2023
3,1,5,1,2652,30,640432,2022
1,0,0,0,498,7,640432,2023
0,0,0,0,90,1,640556,2020
0,0,1,0,493,12,640556,2021
1,0,0,0,168,10,640558,2023
5,0,0,0,1172,16,640686,2019
4,0,0,0,805,20,640686,2020
0,0,0,0,55,2,640686,2021
0,0,0,0,151,4,640686,2022
4,0,2,0,773,22,640735,2020
4,0,2,1,716,15,640735,2021
0,0,1,0,76,3,640735,2022
0,0,0,0,45,1,640837,2020
0,0,0,0,3,1,641036,2022
1,0,0,0,424,9,64104,2012
7,0,0,0,1048,14,64104,2013
7,0,0,0,1934,22,64104,2014
1,0,1,0,98,2,641131,2019
3,0,0,1,817,12,641151,2019
0,0,0,0,479,6,641153,2022
8,0,1,3,2048,25,64118,2013
3,0,0,0,1773,21,64118,2016
1,0,0,0,1694,21,64118,2017
5,0,4,13,2812,37,64126,2016
2,0,0,1,1192,19,64126,2017
1,0,0,0,180,2,64126,2018
1,0,0,0,103,3,641264,2020
3,0,3,0,2142,26,64134,2018
10,0,1,2,3092,36,64134,2019
5,0,0,0,2426,33,64134,2020
4,0,0,0,2619,34,64134,2021
3,0,2,0,2438,28,641426,2022
4,0,2,0,1209,14,641426,2023
0,0,1,0,231,8,64147,2012
0,0,0,0,17,1,641537,2021
2,0,4,0,1825,27,641537,2022
1,0,2,0,777,17,641537,2023
0,0,2,1,455,16,641576,2023
4,0,0,1,589,10,64208,2012
0,0,1,1,112,6,64208,2013
4,0,0,0,828,15,64208,2017
8,0,2,1,1732,22,64208,2018
2,1,0,0,1132,17,64215,2013
0,0,0,0,83,5,64229,2013
0,0,0,0,990,11,64246,2016
0,0,0,0,270,3,64246,2017
0,0,0,0,495,6,64246,2018
1,1,0,0,1850,22,64246,2019
0,0,0,0,1620,18,64246,2020
0,0,0,0,296,4,64246,2021
0,0,0,0,459,6,64246,2022
0,0,1,0,102,2,64248,2012
0,0,0,0,80,7,642689,2021
3,0,0,1,769,13,6427,2012
7,1,1,0,1268,24,6427,2013
1,0,0,0,14,3,642721,2021
0,0,1,0,341,15,642721,2022
4,0,0,2,1088,16,642721,2023
0,0,0,1,239,9,642967,2019
3,0,21,3,3224,40,64308,2012
0,1,10,6,1427,29,64308,2013
2,0,6,2,1481,27,64308,2014
3,0,13,7,2791,35,64308,2015
0,0,15,3,2258,30,64308,2016
2,0,1,0,731,13,64308,2017
6,1,9,1,2321,28,64308,2019
2,0,2,2,1083,30,64308,2020
2,1,0,0,864,12,64313,2012
3,0,1,0,1157,13,64313,2016
8,0,0,3,2925,33,64313,2017
6,0,0,1,2567,30,64313,2018
7,0,0,1,1709,20,64313,2019
0,0,0,0,90,1,643356,2019
7,0,8,7,3160,36,64339,2012
4,0,4,1,1859,34,64339,2013
1,0,4,6,1678,28,64339,2014
5,0,8,10,3073,45,64339,2015
9,0,11,10,3900,45,64339,2016
5,0,6,10,3325,42,64339,2017
3,0,10,18,3259,43,64339,2018
4,0,25,18,3511,44,64339,2019
6,0,15,6,2487,43,64339,2020
2,0,3,5,1015,37,64339,2021
1,0,2,1,476,16,64339,2022
1,0,4,3,1250,30,64339,2023
6,0,2,0,1772,22,64341,2015
3,0,0,0,891,14,64341,2016
12,0,3,1,3000,34,64341,2017
4,0,1,0,1203,15,64341,2018
1,0,1,0,491,7,64341,2023
0,0,0,0,180,2,64344,2012
0,0,0,0,1290,14,64352,2012
0,0,0,0,256,3,64352,2013
2,1,0,0,3044,34,64352,2014
1,0,0,0,3360,37,64352,2015
1,0,0,0,3150,35,64352,2016
0,0,0,0,180,2,64352,2017
0,0,0,0,437,5,64352,2018
0,0,0,0,180,2,64352,2019
1,0,0,0,3060,34,64352,2020
0,0,0,0,3330,37,64352,2021
8,0,1,0,2831,32,643528,2021
0,0,0,0,270,3,643528,2022
0,0,0,0,659,16,64355,2012
0,0,2,1,388,13,64355,2013
0,0,2,11,2021,27,64355,2014
0,0,1,4,1730,26,64355,2015
0,0,3,4,1751,29,64355,2018
5,0,0,0,2457,32,64363,2015
3,0,0,2,2290,29,64363,2016
5,0,0,2,2191,26,64363,2017
2,0,0,0,1930,24,64363,2021
7,0,3,3,2274,36,64371,2014
5,0,0,0,1193,18,64371,2015
1,0,1,0,702,15,64371,2016
0,0,1,0,295,18,64371,2017
5,0,0,1,1908,26,64371,2021
1,0,0,0,102,8,64371,2022
0,0,0,0,12,1,64371,2023
10,0,1,2,4065,52,6438,2012
8,1,0,4,2688,34,6438,2013
3,0,4,2,1151,15,6438,2016
2,0,0,0,323,7,64385,2014
0,0,0,0,55,2,64393,2012
4,0,0,0,2160,24,64399,2012
1,0,0,0,2069,23,64399,2013
1,0,0,0,2610,29,64399,2014
2,0,0,0,3420,38,64399,2015
1,0,0,0,3060,34,64399,2017
2,0,0,0,1845,21,64399,2018
1,0,0,0,3150,35,64399,2019
2,0,0,0,3330,37,64399,2020
2,0,0,0,2655,30,64399,2021
1,0,0,0,2520,28,64399,2022
2,0,0,0,1322,15,64399,2023
0,0,0,0,14,1,644032,2019
0,0,0,0,596,8,644032,2020
3,0,1,5,3722,48,64411,2013
4,0,1,1,2750,34,64411,2014
4,0,1,2,2591,34,64411,2015
4,0,0,9,3322,38,64411,2016
5,0,0,1,3082,36,64411,2017
0,0,1,1,1184,19,64411,2018
2,0,0,3,1071,13,64411,2019
2,0,0,1,2984,38,64411,2020
1,1,0,1,3049,37,64411,2021
0,0,0,0,216,7,644158,2020
3,0,4,2,2269,40,644158,2021
