BirthCountry,SubPosition,Position,Height,CurrentPay,HighestPay,YellowCards,RedCards,Goals,Assists,Minutes,Games,YellowLastSeason,RedLastSeason,GoalsLastSeason,AssistsLastSeason,MinutesLastSeason,GamesLastSeason,ShootoutGoals,ShootoutAppearances,BirthYear,Name
Belgium,Right-Back,Defender,177,7000000,7000000,6,0,0,2,3020,36,3,0,0,0,1202,17,0,0,1994,Claude Nader
Portugal,Central Midfield,Midfield,188,12000000,30000000,6,0,4,2,1159,19,6,0,1,0,1263,21,0,0,1993,Amos Hickle
France,Left Winger,Attack,175,14000000,25000000,3,0,6,5,2992,38,5,0,5,4,2850,35,0,0,1996,Abel Leannon
Netherlands,Defensive Midfield,Midfield,173,10000000,10000000,6,0,0,0,2916,35,4,0,1,0,2233,26,0,0,1998,Tracy Purdy
Portugal,Centre-Back,Defender,191,300000,7000000,10,0,0,0,3030,36,8,0,1,0,3240,36,0,0,1983,Trevor Bartoletti
Belgium,Left-Back,Defender,183,4000000,4000000,4,0,0,1,2631,35,4,0,0,1,1155,15,0,0,1998,Tony Jones
Japan,Right Winger,Attack,176,10000000,10000000,2,0,4,8,3447,39,4,1,8,9,2089,27,0,0,1993,Theodore Smitham
United States,Right Midfield,Midfield,183,14000000,15000000,3,0,0,1,1963,35,1,1,3,3,1235,23,0,0,2000,Sheldon Yundt
England,Central Midfield,Midfield,168,20000000,20000000,8,0,0,7,3144,39,5,0,3,2,1718,29,0,0,2000,Clifton Bins
Netherlands,Left Winger,Attack,170,1200000,4000000,0,0,0,1,729,26,1,0,0,2,960,24,0,0,1999,Nicolas Bergnaum
Guadeloupe,Centre-Back,Defender,188,4700000,7000000,6,1,1,1,1758,26,3,0,0,0,1660,21,0,0,1998,Gene Thompson
France,Left Winger,Attack,173,3500000,6000000,4,0,2,3,1664,33,1,1,3,4,1185,24,0,0,2000,Glen Heidenreich
France,Right Winger,Attack,172,5000000,10000000,1,0,1,1,548,21,2,0,1,1,778,19,0,0,1996,Justin Wuckert
Zimbabwe,Defensive Midfield,Midfield,188,12000000,12000000,3,0,7,7,2637,33,8,0,6,2,2109,27,0,0,1996,Wm Luettgen
Portugal,Centre-Back,Defender,190,15000000,16000000,2,0,0,1,823,10,6,0,2,0,2494,31,0,0,2000,Saul Padberg
France,Goalkeeper,Goalkeeper,190,10000000,10000000,0,0,0,0,3510,39,2,0,0,0,810,9,0,0,1999,Neal Hand
France,Goalkeeper,Goalkeeper,189,18000000,18000000,1,0,0,0,3720,41,0,0,0,0,900,10,0,0,2001,Fernando Carroll
France,Right-Back,Defender,185,15000000,15000000,6,0,6,1,2272,29,4,0,0,0,1210,15,0,0,2001,Wm Mann
Sweden,Central Midfield,Midfield,188,10000000,10000000,10,0,3,1,1542,41,5,0,2,1,887,18,0,0,1999,Tony DuBuque
Germany,Right Winger,Attack,181,10000000,10000000,2,0,5,9,2064,33,3,0,2,1,798,21,0,0,1999,Dewey Kautzer
United States,Centre-Forward,Attack,180,50000000,60000000,6,0,21,2,3280,40,5,0,12,4,2957,37,0,0,2000,Ramon Hills
Belgium,Right-Back,Defender,182,2000000,5000000,2,0,0,0,649,17,6,0,1,1,1807,25,0,0,1999,Jorge Hoeger
Brazil,Centre-Back,Defender,189,7000000,7000000,7,1,2,0,2720,32,0,0,1,0,393,6,0,0,1999,Darryl Hoeger
Senegal,Defensive Midfield,Midfield,184,6000000,6000000,4,0,0,2,2042,35,7,1,0,0,1691,28,0,0,2002,Johnathan Grant
France,Left Winger,Attack,180,3500000,4000000,1,0,1,0,186,11,0,0,0,0,131,6,0,0,2003,Lance Muller
Cote d'Ivoire,Centre-Back,Defender,192,8000000,8000000,4,1,0,3,2467,31,4,2,0,0,2224,26,0,0,1997,Christian Buckridge
France,Defensive Midfield,Midfield,180,8000000,15000000,12,0,2,0,3200,37,12,0,1,2,2697,32,0,0,1990,Kristopher Tremblay
France,Central Midfield,Midfield,173,5000000,7500000,5,0,1,0,2694,35,9,0,0,3,2617,31,0,0,1992,Homer Sporer
France,Attacking Midfield,Midfield,172,9000000,12000000,4,2,10,7,2929,34,6,2,8,2,2160,26,0,0,1991,Max Connelly
France,Central Midfield,Midfield,177,15000000,35000000,7,0,6,5,3627,46,4,0,1,6,2415,42,1,1,1993,Daryl Batz
France,Right-Back,Defender,178,15000000,15000000,3,1,3,10,3404,43,2,0,4,12,3171,40,0,0,1992,Garrett Walsh
France,Centre-Back,Defender,196,3000000,6500000,7,0,0,2,2245,28,1,0,0,0,1006,12,0,0,1993,Howard Wintheiser
Zaire,Centre-Back,Defender,182,15000000,20000000,3,0,9,1,3557,44,2,1,5,1,3782,43,0,0,1994,Howard Hettinger
Switzerland,Goalkeeper,Goalkeeper,190,9000000,9000000,0,0,0,1,1831,21,1,2,0,0,2227,26,0,0,1994,Lewis Flatley
Cote d'Ivoire,Centre-Back,Defender,187,3400000,35000000,0,0,0,0,635,17,3,0,0,0,545,10,0,0,1994,Fernando Powlowski
Spain,Goalkeeper,Goalkeeper,189,12000000,24000000,2,0,0,1,3915,44,4,0,0,2,3060,34,0,0,1994,Clayton Vandervort
France,Right Winger,Attack,170,7000000,7000000,3,0,8,5,1841,29,4,0,6,2,1879,32,0,0,1998,Caleb Mertz
France,Central Midfield,Midfield,172,18000000,22000000,6,0,0,2,3136,36,5,0,1,0,2801,39,0,0,1994,Troy Macejkovic
T?rkiye,Right Winger,Attack,173,16000000,35000000,4,0,5,5,2150,32,1,0,7,4,2012,39,0,0,1997,Roy Conn
France,Left-Back,Defender,170,5000000,13000000,0,0,4,1,1215,21,0,0,1,4,747,14,0,0,1998,Marvin Mraz
Mali,Right-Back,Defender,180,4000000,4000000,1,0,1,2,2862,38,2,0,0,2,1639,22,0,0,1995,Ken Wisozk
Chile,Centre-Forward,Attack,169,2500000,70000000,2,0,11,3,2213,35,3,0,13,2,2261,41,0,0,1988,Loren Cartwright
France,Central Midfield,Midfield,185,20000000,50000000,3,0,3,3,2608,46,6,0,5,6,3200,40,0,1,1999,Courtney Thompson
France,Defensive Midfield,Midfield,189,8000000,12000000,6,1,1,3,1260,23,5,0,1,1,1308,26,0,0,1999,Terry Hayes
France,Left-Back,Defender,178,3500000,5000000,1,0,0,0,376,14,4,1,2,2,2685,32,0,0,1999,Abel Hand
Portugal,Left-Back,Defender,183,16000000,18000000,4,1,2,0,1312,19,6,0,5,0,2259,31,0,0,2000,Wade Gorczany
Argentina,Centre-Back,Defender,187,10000000,15000000,13,1,1,0,2750,37,3,0,1,1,1963,28,0,0,1999,Byron White
France,Defensive Midfield,Midfield,179,10000000,10000000,5,0,0,7,2889,37,5,0,1,2,2430,32,0,0,2001,Nick Mante
Congo,Left Winger,Attack,182,1200000,1200000,2,0,4,3,1575,21,3,0,0,0,276,18,0,0,2002,Eugene Cummings
Burkina Faso,Right-Back,Defender,180,10000000,10000000,5,0,0,1,1762,32,3,1,1,1,1665,25,0,0,2001,Pablo Robel
France,Central Midfield,Midfield,187,1200000,1800000,4,0,0,1,1022,26,7,0,0,0,758,24,0,0,2000,Julian Dickens
France,Centre-Forward,Attack,181,40000000,40000000,11,1,16,7,2353,37,5,1,13,3,2326,31,0,0,2003,Dustin Schmeler
Senegal,Centre-Forward,Attack,178,7000000,10000000,2,0,5,0,1171,25,1,0,4,3,597,18,0,0,2000,Ismael Crona
France,Centre-Back,Defender,193,7000000,7000000,1,0,1,1,1565,20,4,0,0,0,1805,24,0,0,2002,Sergio Bayer
Germany,Centre-Back,Defender,183,8000000,20000000,5,0,3,1,3175,41,1,0,2,2,1141,31,0,0,1993,Brandon Cormier
France,Central Midfield,Midfield,181,2500000,4000000,2,0,1,0,867,18,4,1,0,1,2166,32,0,0,1993,Terence Schmidt
Belgium,Goalkeeper,Goalkeeper,188,7000000,8000000,3,0,0,0,3510,39,2,0,0,0,3150,35,0,0,1992,Cedric Prohaska
Brazil,Right Winger,Attack,174,2500000,28000000,0,0,6,1,1875,35,2,0,2,6,886,17,0,0,1995,Gerald Smith
Cote d'Ivoire,Defensive Midfield,Midfield,186,2000000,10000000,2,1,3,1,684,17,4,0,1,1,1197,27,0,0,1994,Kelly Gerlach
France,Attacking Midfield,Midfield,175,6000000,9000000,2,1,7,7,2503,42,3,0,2,4,2062,29,0,0,1993,Devin Sanford
France,Centre-Back,Defender,182,8500000,10000000,9,1,1,1,2610,32,5,0,2,1,2569,30,0,0,1994,Boyd Marquardt
France,Centre-Forward,Attack,172,1000000,25000000,1,1,7,1,1686,33,0,0,12,4,2613,35,0,0,1987,Roland Crooks
Cote d'Ivoire,Central Midfield,Midfield,177,2500000,5000000,8,0,1,0,1821,26,6,0,0,2,2611,30,1,1,1996,Josh Dietrich
United States,Centre-Back,Defender,186,2000000,3000000,3,0,0,0,1991,25,4,0,0,0,2988,35,0,0,1997,Jeremiah D'Amore
R?union,Centre-Forward,Attack,196,7000000,16000000,8,0,8,1,2461,35,2,0,4,3,1995,30,0,0,1994,Joshua Monahan
France,Centre-Back,Defender,188,2000000,2000000,4,0,1,1,2579,31,5,1,1,1,2404,29,0,0,1992,Victor Spinka
France,Centre-Back,Defender,188,3000000,5000000,7,0,0,2,2471,31,4,0,1,1,2114,27,0,0,1998,Craig Greenholt
France,Defensive Midfield,Midfield,193,5000000,8000000,3,0,0,2,1664,34,3,0,1,1,1447,26,0,0,1997,Jeff Feest
France,Centre-Back,Defender,194,5000000,7500000,2,0,1,1,1924,24,5,1,0,1,2548,29,0,0,1997,Gerardo Kirlin
France,Central Midfield,Midfield,172,15000000,15000000,4,1,5,9,1829,28,6,0,2,5,2602,35,0,0,1998,Darren Crooks
Algeria,Left-Back,Defender,176,3000000,3500000,2,0,1,1,1393,24,1,0,0,1,1067,24,0,0,2001,Jeffery Tillman
France,Left Winger,Attack,182,10000000,10000000,2,0,5,1,1690,30,0,0,3,2,765,16,0,0,2004,Antonio Miller
France,Centre-Back,Defender,183,12000000,12000000,6,0,1,1,2960,35,1,0,0,0,515,8,0,0,2003,Brad Schiller
Senegal,Attacking Midfield,Midfield,179,18000000,18000000,4,0,4,3,2147,34,1,0,0,1,620,13,0,0,2004,Fredrick Ferry
England,Central Midfield,Midfield,189,7000000,30000000,3,0,6,3,1596,33,1,0,1,0,479,12,0,0,1993,Dustin Gibson
Brazil,Centre-Back,Defender,188,600000,17000000,7,0,1,3,3480,39,8,2,0,0,2858,33,0,0,1983,Grant Daniel
Denmark,Goalkeeper,Goalkeeper,189,1000000,12000000,1,0,0,0,3150,35,0,0,0,0,3180,35,0,0,1986,Stewart Medhurst
Gabon,Defensive Midfield,Midfield,184,10000000,15000000,13,0,4,1,2893,38,4,1,1,0,1609,28,0,0,1993,Vincent Reynolds
France,Centre-Forward,Attack,181,15000000,18000000,1,0,13,4,2897,39,0,0,11,4,2500,34,0,0,1994,Gordon Feil
France,Central Midfield,Midfield,176,3000000,9000000,1,0,1,3,1344,26,5,0,4,1,2318,35,0,0,1993,Leonard Feeney
Zaire,Goalkeeper,Goalkeeper,187,1000000,17000000,1,0,0,0,3990,44,1,0,0,1,2077,24,0,0,1985,Evan O'Conner
France,Central Midfield,Midfield,178,18000000,18000000,10,0,9,9,3417,42,4,0,11,16,3325,41,0,0,1994,Guadalupe Fisher
Norway,Left-Back,Defender,173,4000000,7000000,4,0,0,2,1866,32,2,1,0,2,1501,31,0,0,1994,Elias Padberg
Mali,Right-Back,Defender,175,9000000,10000000,6,0,1,5,2996,39,7,1,2,7,2961,34,0,0,1992,Johnnie Metz
Switzerland,Right-Back,Defender,177,8000000,8000000,4,0,0,2,2186,31,5,0,0,0,2104,33,0,0,1998,Homer Yost
France,Right Winger,Attack,183,11000000,75000000,1,0,4,1,835,13,1,0,5,2,1192,24,0,0,1995,Lowell Mills
Belgium,Centre-Back,Defender,185,20000000,22000000,6,0,3,0,3359,39,8,0,3,0,3204,38,0,0,2000,Walter Morissette
Netherlands,Defensive Midfield,Midfield,185,7000000,13000000,3,0,0,1,1918,35,6,0,0,0,2206,31,0,0,1997,Brett Larson
Croatia,Attacking Midfield,Midfield,178,25000000,27000000,3,0,3,6,2347,40,3,0,7,7,2264,37,0,0,1998,Geoffrey Bogan
France,Left Winger,Attack,181,28000000,50000000,5,0,14,4,3298,45,4,0,10,10,2698,40,0,0,2000,Kelly Heller
France,Left Winger,Attack,184,22000000,35000000,0,0,2,1,751,15,1,0,23,9,3242,40,0,0,1997,Clayton Wunsch
Italy,Central Midfield,Midfield,192,40000000,40000000,5,0,2,2,2470,31,5,0,3,4,2356,36,0,0,2001,Bradford Gibson
Belgium,Left Winger,Attack,173,65000000,65000000,2,0,10,10,2280,41,1,0,0,2,518,19,0,0,2002,Julio Doyle
France,Left-Back,Defender,173,12000000,12000000,7,0,0,2,2864,36,6,0,1,1,2395,32,0,0,2000,Albert Romaguera
France,Left Winger,Attack,175,15000000,20000000,0,0,1,1,1233,23,3,0,2,5,1380,25,0,0,2000,Rudy Marvin
France,Centre-Back,Defender,191,6000000,6000000,6,1,1,0,1377,18,2,0,1,2,1116,14,0,0,2001,Preston Moore
France,Centre-Forward,Attack,175,20000000,25000000,3,0,8,3,2458,40,0,0,9,3,2145,34,0,0,2002,Seth Schaden
French Guiana,Centre-Back,Defender,190,35000000,35000000,1,1,0,1,2938,34,7,1,0,0,2894,33,0,0,1999,Julius Bergstrom
Belgium,Left-Back,Defender,176,18000000,18000000,3,0,2,3,2481,36,4,0,1,7,2387,40,0,0,2001,Eduardo Beahan
Netherlands,Goalkeeper,Goalkeeper,196,650000,1500000,2,0,0,0,2340,26,0,0,0,0,1710,19,0,0,1992,Salvatore Schultz
Scotland,Centre-Forward,Attack,193,375000,450000,5,0,6,2,2465,33,3,0,5,2,2425,33,0,0,1992,Barry Koch
Northern Ireland,Left Winger,Attack,175,350000,500000,2,0,1,3,1998,27,1,0,2,2,1006,21,0,0,1994,Seth Waters
Scotland,Goalkeeper,Goalkeeper,201,375000,400000,1,0,0,0,3000,33,2,0,0,0,2700,30,0,0,1992,Timmy Glover
Scotland,Central Midfield,Midfield,178,350000,450000,4,0,0,1,618,12,7,0,2,0,2221,27,0,0,1993,Francisco Krajcik
England,Centre-Forward,Attack,178,250000,300000,1,0,1,0,128,4,2,0,0,0,829,18,0,0,1994,Lee Lesch
England,Defensive Midfield,Midfield,183,300000,350000,2,0,0,0,399,8,7,1,1,0,2352,29,0,0,1993,Wilfred Smitham
England,Right-Back,Defender,180,450000,500000,7,0,1,0,2823,32,2,0,0,0,1459,18,0,0,1995,Jan Welch
England,Attacking Midfield,Midfield,173,800000,1000000,3,0,5,4,1974,28,1,0,0,3,973,16,0,0,1998,Nicolas Lubowitz
Ireland,Centre-Back,Defender,187,2000000,2000000,9,0,2,3,3258,37,4,0,1,2,1619,19,0,0,1998,Allan McCullough
Germany,Defensive Midfield,Midfield,185,3800000,3800000,10,0,1,1,2932,33,5,0,1,1,1702,19,0,0,1996,Albert Schuster
England,Defensive Midfield,Midfield,,850000,850000,5,0,1,7,2676,34,2,0,4,1,1057,15,0,0,2001,Darin Grimes
Macedonia,Centre-Forward,Attack,189,2000000,2000000,5,0,15,4,2713,34,2,0,11,0,1554,19,0,0,1999,Tommy Farrell
England,Left-Back,Defender,163,325000,325000,1,0,0,2,1819,28,1,0,2,1,809,11,0,0,2000,Harry Steuber
Ireland,Right Midfield,Midfield,168,200000,1000000,6,0,1,2,1444,26,6,0,2,5,1892,24,0,0,1987,Dave Leuschke
Portugal,Centre-Forward,Attack,182,1800000,1800000,6,0,11,5,2438,34,2,0,7,5,1022,19,0,0,2000,Hugo Metz
,Left Winger,Attack,,1500000,1500000,0,0,2,0,622,18,2,0,0,0,603,16,0,0,2003,Charles Schultz
Scotland,Central Midfield,Midfield,175,600000,600000,0,0,0,0,393,12,3,0,1,2,1657,21,0,0,2002,Ed Mraz
Scotland,Left Winger,Attack,,300000,300000,2,0,0,1,933,21,1,0,1,0,166,8,0,0,2004,Zachary Green
England,Central Midfield,Midfield,180,900000,900000,9,0,3,7,2770,34,7,0,1,1,2462,28,0,0,1993,Alejandro Nienow
Scotland,Left Winger,Attack,175,800000,1000000,2,0,1,4,1482,23,0,0,5,11,2965,38,0,0,1994,Ron Borer
Scotland,Centre-Forward,Attack,185,1800000,1800000,9,0,24,4,3472,39,5,0,17,5,2475,32,0,0,1995,Omar Hahn
Scotland,Left Midfield,Midfield,175,500000,700000,3,0,2,0,1503,36,2,0,8,2,1985,34,0,0,1996,Lonnie Jaskolski
Scotland,Right-Back,Defender,183,650000,800000,3,0,0,2,1048,14,2,0,3,4,3188,36,0,0,1996,Johnathan Jast
England,Central Midfield,Midfield,175,400000,400000,1,0,1,4,1418,31,4,1,1,0,601,14,0,0,1994,Lynn Shields
England,Left-Back,Defender,173,1000000,1000000,6,0,2,5,2570,34,2,0,0,2,1644,19,0,0,2000,Wayne Robel
Australia,Defensive Midfield,Midfield,169,800000,800000,10,0,4,1,1870,30,6,1,1,6,2031,29,0,0,1998,Noah Schowalter
Scotland,Central Midfield,Midfield,181,350000,450000,2,0,0,0,772,12,3,0,2,0,431,9,0,0,1998,Wilfred Lind
Australia,Centre-Back,Defender,185,1000000,1200000,6,0,0,0,3553,40,1,1,1,1,915,12,0,0,1998,Jimmie Okuneva
Scotland,Left-Back,Defender,170,150000,1000000,3,0,1,2,2271,29,6,0,0,1,1664,26,0,0,1988,Oliver Schoen
France,Left Winger,Attack,183,1500000,1500000,3,0,10,7,2931,38,1,0,1,5,1178,22,0,0,1999,Doyle Torp
Scotland,Central Midfield,Midfield,182,900000,900000,8,0,9,4,2163,32,5,0,4,2,2310,34,0,0,2000,Felipe Veum
England,Centre-Back,Defender,189,650000,650000,5,0,1,1,2252,33,5,0,0,0,1923,28,0,0,1999,Jaime Von
Belgium,Centre-Back,Defender,187,500000,1200000,5,0,0,0,1691,23,8,1,0,0,2015,24,0,0,1999,Lee Witting
Australia,Right-Back,Defender,181,950000,1000000,10,0,0,0,1569,24,2,0,2,4,1646,24,0,0,1999,Jonathon Oberbrunner
Scotland,Defensive Midfield,Midfield,181,300000,750000,1,0,0,2,546,15,4,0,7,2,1819,35,0,0,1991,Andres Glover
Scotland,Centre-Back,Defender,180,30000,850000,5,0,0,3,2160,31,5,0,0,0,1892,23,0,0,1990,Angel Steuber
England,Centre-Back,Defender,185,550000,550000,4,0,3,0,3184,37,0,0,0,0,53,3,0,0,2003,Kent Wilderman
Scotland,Goalkeeper,Goalkeeper,187,100000,3000000,1,0,0,0,3363,38,2,0,0,0,1710,19,0,0,1985,Richard Olson
Scotland,Goalkeeper,Goalkeeper,191,700000,700000,0,0,0,0,3645,41,0,0,0,0,1076,13,0,0,1992,Bryan Mitchell
Ireland,Centre-Back,Defender,183,400000,500000,3,0,4,2,2357,32,0,0,0,1,1754,22,0,0,1992,Tommy MacGyver
Scotland,Right-Back,Defender,182,500000,500000,5,1,0,0,3324,37,4,0,0,0,2425,29,0,0,1994,Ervin Jerde
Scotland,Central Midfield,Midfield,179,325000,800000,1,0,0,1,1574,23,0,0,1,3,826,14,0,0,1994,Dana O'Kon
Scotland,Right Winger,Attack,176,400000,500000,9,1,1,0,1411,30,4,0,0,0,1266,19,0,0,1993,Earl Harber
England,Left-Back,Defender,188,350000,400000,3,1,0,0,1615,26,7,1,0,0,2819,32,0,0,1993,Neil Kreiger
England,Right Winger,Attack,175,850000,850000,8,0,5,11,3144,37,5,0,5,4,1294,19,0,0,1997,Jeffrey Shields
Cyprus,Defensive Midfield,Midfield,185,450000,500000,7,0,2,1,3391,38,3,0,1,0,1376,22,0,0,1994,Clint Roberts
Scotland,Left Winger,Attack,173,500000,500000,3,0,3,5,2775,39,1,0,6,6,1621,28,0,0,1997,Nicolas Leuschke
Scotland,Centre-Forward,Attack,175,450000,750000,1,0,4,2,935,22,0,0,3,2,867,21,0,0,1996,Cedric Kautzer
England,Left-Back,Defender,182,500000,500000,4,0,1,4,2899,37,5,0,0,2,1426,20,0,0,1994,Julian Volkman
Scotland,Centre-Forward,Attack,188,250000,500000,1,0,0,2,428,18,1,0,0,0,628,11,0,0,1998,Shawn Abbott
Scotland,Left Midfield,Midfield,183,325000,450000,0,0,0,0,193,17,1,0,0,0,404,12,0,0,1999,Stephen Balistreri
Scotland,Centre-Back,Defender,188,500000,500000,1,0,0,0,3239,36,2,0,0,1,1408,18,0,0,2000,Jon Weber
Northern Ireland,Goalkeeper,Goalkeeper,185,200000,550000,1,0,0,0,3180,35,1,0,0,0,1620,18,0,0,1988,Robin Casper
Scotland,Right Midfield,Midfield,171,150000,500000,1,0,0,0,671,22,1,0,0,1,316,13,0,0,1988,Oliver Boyer
South Africa,Defensive Midfield,Midfield,178,850000,850000,12,0,1,1,2394,33,5,0,2,0,1296,16,0,0,1998,Jody Armstrong
England,Right-Back,Defender,181,800000,800000,4,1,3,4,2311,28,3,0,1,2,1264,16,0,0,1997,Guillermo Schowalter
England,Centre-Forward,Attack,178,400000,450000,1,0,4,2,1576,18,3,0,3,3,1444,24,0,0,1992,Allan Shields
Scotland,Right-Back,Defender,179,250000,525000,3,0,0,0,2489,30,6,0,0,0,1629,22,0,0,1990,Samuel Lemke
Scotland,Right-Back,Defender,,650000,700000,8,0,3,3,3150,36,4,0,1,5,2983,33,0,0,1993,Caleb Homenick
Netherlands,Centre-Forward,Attack,189,500000,800000,3,0,13,1,1391,18,8,0,11,4,2861,35,0,0,1991,Terence Shields
Guinea-Bissau,Centre-Forward,Attack,184,250000,1500000,0,0,1,0,100,3,0,0,0,0,181,7,0,0,1991,Charles Trantow
Scotland,Goalkeeper,Goalkeeper,184,700000,750000,2,0,0,0,3330,37,2,0,0,0,3270,36,0,0,1996,Nathan Heidenreich
Scotland,Centre-Back,Defender,185,325000,400000,3,0,1,1,1566,20,7,1,1,0,2225,27,0,0,1993,Cesar Ratke
Scotland,Left-Back,Defender,188,350000,400000,3,0,3,0,1349,18,4,0,2,2,1575,22,0,0,1993,Seth Pacocha
Scotland,Right Winger,Attack,183,750000,750000,3,0,4,7,3098,36,3,0,3,6,2055,29,0,0,1995,Ignacio Zulauf
Germany,Central Midfield,Midfield,191,500000,500000,7,0,1,5,1663,23,4,0,1,2,2638,32,0,0,1995,Walter Sauer
France,Attacking Midfield,Midfield,192,325000,800000,1,0,0,0,190,9,3,0,1,0,629,11,0,0,1995,Jeffery Cummerata
England,Centre-Back,Defender,191,400000,400000,4,0,0,0,1740,23,3,0,4,1,2940,33,0,0,1994,Geoffrey Rempel
England,Central Midfield,Midfield,180,475000,475000,15,0,2,1,2293,33,9,0,4,1,1849,26,0,0,1999,Jorge Koepp
England,Goalkeeper,Goalkeeper,198,300000,325000,2,0,0,0,3060,34,4,0,0,0,1170,13,0,0,1998,Wayne Mohr
Scotland,Left-Back,Defender,177,450000,450000,3,0,2,6,2600,35,3,0,0,1,1397,23,0,0,1998,Kim Mills
Scotland,Centre-Forward,Attack,173,550000,600000,2,0,6,3,2251,35,3,0,8,2,1237,23,0,0,1998,Shane Mills
Scotland,Central Midfield,Midfield,176,550000,550000,1,0,4,2,1630,31,0,0,1,1,601,10,0,0,2000,James Kulas
Scotland,Attacking Midfield,Midfield,181,250000,650000,5,0,0,1,2197,35,3,0,1,1,1183,28,0,0,1989,Lonnie Luettgen
Scotland,Right Winger,Attack,187,350000,350000,1,0,3,1,1058,20,,,,,,,0,0,2002,Joel Hilll
Colombia,Left Midfield,Midfield,180,325000,400000,5,1,0,1,1146,21,5,0,4,3,1304,21,0,0,1991,Julian Wiza
Scotland,Central Midfield,Midfield,178,9000000,9000000,7,0,3,7,4015,46,4,1,3,2,2470,29,0,0,1993,Pat Hegmann
England,Central Midfield,Midfield,181,6500000,10000000,6,0,0,1,3073,41,10,1,7,1,4251,51,0,0,1994,Randall Bode
England,Centre-Back,Defender,191,6000000,8000000,10,0,2,4,3572,40,11,0,4,1,4215,46,0,0,1992,Rudy Hills
England,Centre-Back,Defender,185,3500000,3500000,2,0,0,0,2507,28,3,0,0,1,1072,17,0,0,1995,Alan Goyette
Sweden,Centre-Back,Defender,187,5000000,6500000,3,0,1,0,3134,37,2,0,2,1,2244,26,0,0,1995,Marshall Fadel
Scotland,Right Winger,Attack,176,1200000,2000000,2,0,0,0,535,21,2,0,1,4,1348,31,0,0,1997,Homer Zboncak
England,Left Winger,Attack,176,7000000,17500000,2,0,3,4,1525,26,4,0,2,20,4383,50,0,0,1996,Thomas Ward
England,Centre-Back,Defender,183,13000000,13000000,3,0,1,1,2676,32,5,0,2,0,3344,37,0,0,1997,Maurice Jenkins
Scotland,Left-Back,Defender,171,7000000,7000000,7,0,2,3,3558,42,3,0,3,2,2998,37,0,0,1997,Howard Wuckert
Croatia,Right-Back,Defender,173,10000000,12000000,2,0,4,5,2699,35,1,0,3,2,2246,27,0,0,1995,Billy Smith
Croatia,Left-Back,Defender,186,5500000,6500000,6,0,2,9,3117,37,8,0,0,9,3447,43,0,0,1992,Rodney Balistreri
England,Goalkeeper,Goalkeeper,196,1000000,24000000,0,1,0,0,3988,45,0,0,0,0,3810,42,0,0,1987,Darrin Beer
England,Central Midfield,Midfield,189,13000000,13000000,4,0,13,14,3210,45,4,0,3,10,2738,39,0,0,2000,George Dickinson
Japan,Left Winger,Attack,173,6500000,6500000,3,1,7,5,2617,38,2,0,10,5,2286,38,0,0,1997,Terrell Koss
Germany,Attacking Midfield,Midfield,187,12000000,12000000,4,0,12,5,1789,33,4,0,5,5,1852,28,0,0,2002,Andre Daniel
Japan,Centre-Forward,Attack,170,15000000,15000000,3,0,23,7,3178,46,3,0,14,1,1517,25,0,0,1995,Horace Mann
Japan,Central Midfield,Midfield,172,11000000,11000000,0,0,6,5,1378,24,2,0,7,8,2785,39,0,0,1997,Dominic Kuhn
Israel,Right Winger,Attack,168,7000000,7500000,0,0,5,5,891,19,3,0,12,7,1870,40,0,0,2001,Lloyd Fay
Scotland,Central Midfield,Midfield,182,2500000,4000000,4,0,1,2,1470,26,5,0,2,1,2163,35,0,0,1992,Roger Nicolas
England,Right-Back,Defender,182,7000000,10000000,8,0,22,7,4203,47,10,0,19,8,4993,55,0,0,1991,Jan Watsica
Canada,Right-Back,Defender,180,7500000,7500000,6,0,1,2,3490,41,,,,,,,0,0,1998,Cesar Waelchi
Scotland,Right Winger,Attack,175,1500000,8000000,0,0,2,0,551,24,0,0,5,3,1032,24,0,0,1991,Spencer Schinner
Scotland,Centre-Forward,Attack,178,350000,1000000,4,0,3,2,1818,32,2,0,4,5,1484,29,0,0,1992,Jack Flatley
England,Goalkeeper,Goalkeeper,192,500000,500000,1,0,0,0,1353,16,0,0,0,0,1530,17,0,0,1994,Leland Breitenberg
Scotland,Centre-Back,Defender,183,500000,550000,4,1,0,0,2689,32,6,0,0,1,2329,28,0,0,1996,Owen Kessler
England,Right Midfield,Midfield,175,400000,500000,2,0,3,0,1611,19,3,0,4,0,2129,31,0,0,1995,Shawn Johnston
Scotland,Defensive Midfield,Midfield,173,400000,475000,5,0,0,1,1229,21,2,0,0,0,598,13,0,0,1998,Pedro Gleichner
Wales,Central Midfield,Midfield,180,800000,850000,4,0,1,2,1870,28,3,0,4,2,1469,18,0,0,2000,Brad Paucek
Canada,Centre-Forward,Attack,191,350000,500000,0,0,4,2,1208,30,1,0,1,1,497,21,0,0,1999,Andy Cassin
Australia,Centre-Back,Defender,191,250000,900000,2,0,0,1,1598,19,7,0,0,1,1570,18,0,0,1989,Freddie Littel
Scotland,Centre-Forward,Attack,178,350000,600000,2,0,4,2,881,14,0,0,8,1,1977,32,0,0,1991,Cory Volkman
England,Defensive Midfield,Midfield,175,200000,200000,11,1,0,2,2374,30,4,0,0,0,357,8,0,0,2001,Karl Daniel
