BirthCountry,SubPosition,Position,Height,CurrentPay,HighestPay,YellowCards,RedCards,Goals,Assists,Minutes,Games,YellowLastSeason,RedLastSeason,GoalsLastSeason,AssistsLastSeason,MinutesLastSeason,GamesLastSeason,ShootoutGoals,ShootoutAppearances,BirthYear,Name
France,Goalkeeper,Goalkeeper,195,10000000,17500000,0,0,0,0,2001,23,0,0,0,0,1336,15,0,0,1993,Boyd Feeney
England,Centre-Forward,Attack,183,1000000,1000000,0,0,0,0,213,11,0,0,0,0,3,1,0,0,2004,Tony Brekke
France,Defensive Midfield,Midfield,177,450000,18000000,5,0,0,2,1480,26,0,0,0,2,224,7,0,0,1989,Winston Ferry
Senegal,Centre-Back,Defender,187,750000,1600000,2,0,0,0,1041,13,1,0,0,0,685,15,0,0,1995,Sherman Sauer
Bosnia-Herzegovina,Left-Back,Defender,180,1400000,3500000,2,0,0,0,644,12,1,1,1,3,908,17,0,0,1995,Shannon Rodriguez
Ukraine,Right-Back,Defender,178,500000,600000,4,0,0,0,1314,21,2,0,0,0,656,13,0,0,1998,Omar Marks
Scotland,Centre-Forward,Attack,182,250000,550000,2,0,6,2,1759,27,0,0,0,0,79,1,0,0,1992,Sergio Schulist
France,Central Midfield,Midfield,184,10000000,10000000,7,0,2,5,2293,40,4,0,2,0,1050,13,0,0,1996,Fernando Bechtelar
Jugoslawien (SFR),Goalkeeper,Goalkeeper,194,400000,800000,1,0,0,0,450,5,0,0,0,0,360,4,0,0,1987,Levi Rogahn
Scotland,Left Winger,Attack,174,300000,400000,1,0,2,2,533,14,0,0,0,0,79,2,0,0,2001,Oliver McClure
Scotland,Right Midfield,Midfield,168,350000,350000,0,0,0,2,437,7,0,0,2,1,757,17,0,0,2002,Jeffery Dietrich
France,Defensive Midfield,Midfield,178,4000000,8000000,3,0,0,1,1144,15,0,0,0,1,151,2,0,0,2001,Chris Fadel
Germany,Centre-Forward,Attack,179,5000000,35000000,1,1,4,4,1162,28,4,0,9,7,2035,31,0,0,1992,Christian Hamill
Mali,Centre-Back,Defender,192,5000000,6000000,8,1,0,2,2408,28,5,0,0,0,1350,15,0,0,1997,Moses Lesch
Portugal,Left-Back,Defender,183,60000000,65000000,1,0,0,2,973,13,2,0,2,5,2372,36,0,0,2002,Julian Friesen
Italy,Centre-Back,Defender,190,6000000,10000000,1,0,0,0,455,8,3,0,1,0,1596,20,0,0,2002,George Towne
France,Right-Back,Defender,187,1000000,1000000,0,1,0,2,385,13,,,,,,,0,0,2002,Grady White
Guadeloupe,Centre-Back,Defender,182,9000000,9000000,3,1,0,0,1794,26,0,0,0,0,90,1,0,0,2005,Horace Simonis
Greece,Central Midfield,Midfield,175,1200000,1800000,2,0,1,1,720,13,0,1,0,0,725,11,0,0,2000,Jack Emmerich
Cameroon,Defensive Midfield,Midfield,185,6000000,7000000,4,0,0,1,995,13,5,0,0,0,1088,17,0,0,2002,Earnest McCullough
Spain,Centre-Back,Defender,183,4500000,4500000,2,0,0,0,1974,22,1,1,2,0,918,11,0,0,2000,Otis Paucek
Norway,Left-Back,Defender,175,600000,650000,0,0,0,0,446,10,0,0,0,0,304,6,0,0,2002,Christian Sauer
T?rkiye,Central Midfield,Midfield,177,175000,175000,1,0,0,0,76,8,,,,,,,0,0,1998,Phil Bosco
Brazil,Centre-Forward,Attack,183,25000000,25000000,2,0,9,6,1734,29,5,0,19,9,2772,45,0,0,1999,Randall Heller
Sweden,Right-Back,Defender,177,2000000,2000000,2,0,1,1,792,17,0,0,1,1,438,6,0,0,2002,Nathan Jaskolski
Portugal,Attacking Midfield,Midfield,177,1200000,27000000,1,0,6,4,1445,37,0,0,1,1,274,13,1,1,1989,Salvatore Kassulke
England,Centre-Back,Defender,190,350000,1000000,1,0,0,1,1275,17,,,,,,,0,0,1992,Shawn Tillman
England,Centre-Forward,Attack,193,450000,550000,1,0,4,2,2651,31,6,0,3,5,2221,28,0,0,1996,Rex Goodwin
Scotland,Right-Back,Defender,184,350000,900000,6,0,0,1,1833,30,4,0,0,1,1987,25,0,0,1992,Daniel Bogisich
England,Centre-Forward,Attack,182,150000,350000,3,0,2,0,695,13,0,0,0,0,4,1,0,0,1990,Ramon Pfannerstill
Netherlands,Centre-Back,Defender,180,3000000,25000000,3,0,0,2,1689,23,5,0,0,2,3218,40,0,0,1990,Damon Pacocha
Norway,Goalkeeper,Goalkeeper,192,1000000,3000000,0,0,0,1,1080,12,0,0,0,0,90,1,0,0,1990,Everett Macejkovic
Denmark,Central Midfield,Midfield,182,2500000,27000000,3,0,1,1,1166,18,5,0,1,0,1572,27,0,0,1991,Malcolm Kertzmann
England,Left-Back,Defender,180,30000000,50000000,6,1,1,3,1639,24,1,0,1,2,758,14,0,0,1996,Gordon Huel
England,Right-Back,Defender,180,50000000,70000000,5,0,0,1,1445,21,6,0,3,6,2127,27,0,0,1999,Tom D'Amore
Spain,Centre-Forward,Attack,190,3000000,3000000,3,0,6,1,2082,34,,,,,,,0,0,1997,Jody Mann
Colombia,Centre-Forward,Attack,185,17000000,17000000,5,0,3,1,402,28,,,,,,,0,0,2003,Willis Ratke
Scotland,Right-Back,Defender,185,30000000,30000000,8,0,0,1,2059,28,7,0,1,1,2057,26,0,0,2002,Lloyd Stoltenberg
Argentina,Attacking Midfield,Midfield,174,12000000,12000000,6,0,2,2,1243,29,,,,,,,0,0,2004,Franklin Farrell
Syria,Central Midfield,Midfield,178,14000000,18000000,2,1,0,2,833,20,3,0,2,3,1275,17,0,0,1996,Loren Yost
Hungary,Right Winger,Attack,183,12000000,16000000,8,0,6,8,1943,34,4,0,5,5,1709,31,0,0,1997,Donald Jacobi
Norway,Central Midfield,Midfield,188,3200000,7000000,3,0,1,2,1529,33,5,0,2,0,2082,35,0,0,1996,Guy Daugherty
Germany,Centre-Forward,Attack,190,1000000,1000000,1,0,2,0,558,23,,,,,,,0,0,2000,Carl Klein
Netherlands,Central Midfield,Midfield,182,2700000,3500000,2,0,4,0,817,19,2,0,2,0,774,26,0,0,1998,Loren Becker
Chad,Centre-Forward,Attack,190,1300000,1300000,4,0,10,0,1848,24,3,0,7,1,1338,26,0,0,1998,David King
Belgium,Defensive Midfield,Midfield,181,750000,2500000,8,0,0,0,1480,24,6,0,0,3,1581,24,0,0,1993,Nelson Schmidt
Guinea,Defensive Midfield,Midfield,191,800000,1000000,8,0,1,1,1722,24,4,1,1,0,2072,24,0,0,1993,David O'Hara
Netherlands,Centre-Back,Defender,185,2000000,2000000,1,0,1,1,959,13,,,,,,,0,0,2004,Bernard O'Reilly
Netherlands,Right Winger,Attack,170,700000,1250000,3,0,1,1,1726,31,1,0,2,0,1011,13,0,0,1999,Marcos Crist
Norway,Left Winger,Attack,170,6500000,6500000,1,0,5,6,2524,33,,,,,,,0,0,2001,Robert Klocko
Netherlands,Centre-Back,Defender,189,400000,10000000,5,0,0,0,1183,23,1,0,0,0,995,13,0,0,1991,Al Spinka
Netherlands,Attacking Midfield,Midfield,183,400000,450000,2,0,0,0,721,18,0,0,0,0,16,2,0,0,2002,Lucas Kunze
Portugal,Centre-Back,Defender,192,1500000,2000000,4,0,0,0,1384,18,1,1,1,0,807,13,0,0,2001,Bob Cassin
France,Right Winger,Attack,182,3000000,12000000,1,0,1,4,676,16,5,0,4,7,1684,23,0,0,1992,Alejandro Friesen
Gabon,Centre-Back,Defender,184,700000,1800000,1,0,1,1,1622,20,1,0,0,1,944,14,0,0,1992,Frank Greenfelder
Portugal,Right Winger,Attack,174,500000,2000000,1,0,0,1,441,11,6,0,4,2,2571,36,0,0,1994,Alejandro Rosenbaum
Portugal,Right-Back,Defender,177,750000,3000000,0,0,0,2,622,16,,,,,,,0,0,1994,Frank Douglas
Yugoslavia (Republic),Left Winger,Attack,177,1300000,8000000,1,0,2,0,619,17,1,0,0,1,345,12,0,0,2002,Carl Balistreri
Angola,Central Midfield,Midfield,180,600000,600000,9,0,0,2,1761,30,0,0,0,0,160,3,0,0,2002,Elmer Yost
Uruguay,Central Midfield,Midfield,175,6000000,25000000,5,0,0,0,824,14,11,0,0,4,1923,22,0,0,1995,Pablo Blick
Spain,Goalkeeper,Goalkeeper,186,2000000,2500000,0,1,0,0,2635,30,0,0,0,0,180,2,0,0,1997,Lyle Stokes
Spain,Attacking Midfield,Midfield,176,2000000,18000000,2,0,0,0,1108,23,2,0,2,5,1678,21,0,0,1994,Elias Harvey
Germany,Central Midfield,Midfield,178,600000,5000000,0,0,1,1,698,13,0,0,1,0,365,10,1,1,1991,Tracy Gleason
Brazil,Centre-Forward,Attack,188,1200000,8000000,2,0,6,0,1151,20,2,0,3,0,330,7,0,0,1993,Calvin Baumbach
Netherlands,Goalkeeper,Goalkeeper,190,2000000,2000000,1,0,0,0,1386,16,0,0,0,0,270,3,0,0,2000,Ryan Deckow
Belgium,Central Midfield,Midfield,178,8000000,8000000,2,0,1,2,1894,24,6,0,2,6,2304,28,0,0,2001,Todd Waelchi
Cameroon,Left Winger,Attack,192,1100000,4500000,4,0,3,3,967,14,7,0,6,2,1741,22,0,0,1996,Courtney Mann
France,Left Winger,Attack,175,1200000,18000000,1,1,0,0,338,17,,,,,,,0,0,1989,Clifton Grant
Costa Rica,Goalkeeper,Goalkeeper,185,2000000,20000000,2,0,0,0,1530,17,0,0,0,0,893,10,0,0,1986,Darnell Ortiz
Germany,Centre-Forward,Attack,185,9000000,18000000,0,0,1,0,121,5,6,0,6,3,1660,24,0,0,1998,Roderick Medhurst
Croatia,Left-Back,Defender,187,8000000,23000000,5,0,2,6,2014,29,6,0,0,13,2208,27,0,0,1998,Wayne Parker
Japan,Left Winger,Attack,172,12000000,12500000,1,0,5,4,1494,25,2,0,6,4,984,24,0,0,1995,Omar O'Connell
France,Left-Back,Defender,184,700000,25000000,2,0,1,1,1161,18,1,0,0,0,410,12,0,0,1991,Boyd Schowalter
France,Central Midfield,Midfield,180,1500000,1500000,3,0,0,2,1104,24,,,,,,,0,0,2003,Gregory Muller
Germany,Centre-Back,Defender,194,30000000,30000000,11,1,0,0,2809,36,2,0,0,0,394,7,0,0,2001,Darrel Marks
Uzbekistan,Centre-Forward,Attack,190,5000000,14000000,2,0,1,3,1230,28,1,0,3,1,444,22,0,0,1995,Leo Hansen
France,Right Winger,Attack,181,3000000,50000000,4,0,3,3,1495,34,,,,,,,0,0,1993,Julius Little
Nigeria,Centre-Forward,Attack,197,4000000,4000000,2,0,10,4,1073,30,,,,,,,1,2,2000,Tomas Lind
Ecuador,Right Winger,Attack,174,1000000,1200000,0,0,0,0,235,11,1,0,2,1,350,12,0,0,2003,Steven Hickle
Poland,Right-Back,Defender,183,800000,1500000,4,0,1,0,965,11,0,0,0,0,299,12,0,0,1998,Derrick Heidenreich
,Left-Back,Defender,170,200000,300000,0,0,0,0,39,2,0,0,0,0,45,4,0,0,2004,Marcos Huels
Switzerland,Centre-Back,Defender,187,750000,1500000,7,0,0,0,1743,22,2,0,0,1,1435,16,0,0,1996,Dominick Waters
Yugoslavia (Republic),Centre-Forward,Attack,188,650000,1500000,2,1,1,1,618,16,0,0,1,0,136,2,0,0,2001,Dwight Koss
Netherlands,Central Midfield,Midfield,177,3000000,3000000,1,1,1,0,1191,24,,,,,,,0,0,2003,Lionel Blanda
Belgium,Left Winger,Attack,175,6000000,45000000,2,0,2,4,1004,23,4,0,3,1,1568,34,0,0,1993,Julio Conn
Germany,Goalkeeper,Goalkeeper,188,3000000,3000000,1,0,0,0,2100,23,1,0,0,0,1350,15,0,0,1995,Christopher Pacocha
Belgium,Central Midfield,Midfield,175,2300000,2300000,2,0,4,6,2916,34,2,0,5,4,2769,33,0,0,1997,Hector Legros
Belgium,Defensive Midfield,Midfield,172,300000,350000,1,0,1,0,500,9,0,0,0,0,1,1,0,0,2002,Grady Frami
Finland,Right Winger,Attack,185,700000,1000000,0,0,3,2,1269,22,0,0,3,3,1075,24,0,0,2001,Luis Schmidt
Netherlands,Right Winger,Attack,179,650000,1000000,0,0,1,4,1159,22,0,0,1,0,247,17,0,0,2001,Ernesto Abshire
Yugoslavia (Republic),Central Midfield,Midfield,174,650000,700000,5,0,1,1,1617,23,,,,,,,0,0,1996,Duane Dooley
Germany,Centre-Back,Defender,185,4500000,9000000,4,0,0,1,1348,31,2,0,2,0,1441,25,0,0,1994,Gilberto Lesch
T?rkiye,Goalkeeper,Goalkeeper,187,800000,1300000,1,0,0,0,1445,17,0,0,0,0,1530,17,0,0,1995,Arthur Goodwin
T?rkiye,Right-Back,Defender,183,300000,600000,2,0,1,0,866,12,2,0,0,3,1241,17,0,0,1997,Elbert Cole
Brazil,Right-Back,Defender,175,3000000,3500000,5,0,1,1,1865,22,12,0,0,1,2724,39,0,0,2000,Austin Schmidt
France,Centre-Forward,Attack,186,100000,1200000,4,0,3,0,926,20,2,0,1,1,258,14,0,0,1990,Roland Steuber
T?rkiye,Left-Back,Defender,,175000,200000,1,0,0,0,418,6,0,0,0,0,45,1,0,0,2003,Cornelius Weissnat
Guinea-Bissau,Left Winger,Attack,173,6500000,12500000,5,0,11,10,2696,40,0,0,3,2,725,20,0,0,1994,Guy Ziemann
Portugal,Left-Back,Defender,177,100000,2000000,0,0,1,0,332,6,2,0,1,0,1103,18,0,0,1989,Irving Goyette
Portugal,Central Midfield,Midfield,174,150000,4000000,9,0,4,1,1910,29,2,0,0,0,814,16,0,0,1988,Earl Corwin
,Central Midfield,Midfield,170,200000,200000,0,0,0,0,66,6,0,0,0,0,373,11,0,0,1999,Perry Ondricka
Spain,Centre-Forward,Attack,180,2000000,22000000,3,0,0,0,360,13,2,0,1,0,317,13,0,0,1993,Raymond Rohan
Cameroon,Defensive Midfield,Midfield,182,2800000,5000000,7,1,0,0,2559,33,6,0,1,0,930,18,0,0,1998,Melvin Parisian
Israel,Right Winger,Attack,178,25000000,25000000,0,0,6,9,2538,35,4,0,9,6,2087,23,0,0,1997,Steve Swift
Jugoslawien (SFR),Right Winger,Attack,171,150000,10000000,0,0,0,1,499,15,1,0,1,2,509,6,0,0,1987,Samuel Kreiger
Argentina,Centre-Forward,Attack,190,1600000,12000000,5,0,8,2,1318,35,2,0,2,2,270,11,1,1,1999,Neil Ledner
Portugal,Centre-Back,Defender,190,400000,400000,4,0,1,1,806,12,0,0,0,0,589,10,0,0,2000,Jonathon Beer
Cote d'Ivoire,Centre-Back,Defender,190,40000000,40000000,10,0,3,1,2910,38,0,0,1,0,270,3,0,0,2003,Frank Walker
Brazil,Defensive Midfield,Midfield,180,400000,700000,7,0,0,0,1063,25,,,,,,,0,0,1998,Reginald O'Keefe
Germany,Right-Back,Defender,179,600000,2000000,0,0,0,0,90,1,1,0,0,0,575,15,0,0,1995,Henry Bradtke
Germany,Goalkeeper,Goalkeeper,190,6500000,6500000,0,0,0,0,2160,24,0,0,0,0,210,2,0,0,2002,Gabriel Roberts
Norway,Centre-Forward,Attack,186,1000000,2500000,1,0,2,0,408,23,1,0,0,1,341,6,0,0,2003,Levi Buckridge
England,Left Winger,Attack,180,25000000,130000000,0,0,4,2,1568,28,0,0,6,4,2229,31,0,0,2000,Darryl Watsica
Monaco,Centre-Back,Defender,181,20000000,20000000,4,0,2,2,2368,33,1,0,1,0,1186,14,0,0,1997,Sherman Smitham
Netherlands,Left Winger,Attack,184,500000,500000,2,0,1,1,1030,25,,,,,,,0,0,2002,Isaac Schmitt
Netherlands,Attacking Midfield,Midfield,171,500000,800000,0,0,3,0,430,13,4,0,2,1,766,17,0,0,1996,Pablo Hahn
Netherlands,Right-Back,Defender,173,500000,700000,0,0,0,1,371,10,0,0,0,0,50,2,0,0,2003,Travis Leffler
Portugal,Central Midfield,Midfield,184,600000,600000,5,0,1,3,1084,17,0,0,0,0,6,2,1,1,1999,Oscar Champlin
Venezuela,Centre-Forward,Attack,189,700000,800000,3,0,8,0,1190,26,0,0,2,0,355,8,2,2,2000,Raymond Hamill
Netherlands,Goalkeeper,Goalkeeper,193,200000,3000000,0,0,0,0,210,2,1,0,0,0,1080,12,0,0,1989,Otis Konopelski
Lithuania,Central Midfield,Midfield,191,1000000,1000000,4,0,0,1,437,10,,,,,,,0,0,2004,Sean Hermiston
Ukraine,Centre-Back,Defender,185,600000,1200000,2,0,0,0,883,13,4,0,0,0,1286,18,0,0,1996,Rudy Heller
Peru,Centre-Back,Defender,186,1500000,2200000,4,0,0,0,761,14,,,,,,,0,0,1992,Marshall Will
England,Central Midfield,Midfield,191,25000000,30000000,2,0,1,3,1875,31,2,0,1,3,2413,41,0,0,1996,Barry Walker
Brazil,Central Midfield,Midfield,176,22000000,22000000,10,0,1,0,2059,30,,,,,,,0,0,2001,Roosevelt Romaguera
England,Right-Back,Defender,181,1500000,7000000,0,0,0,0,78,4,2,0,0,0,1080,19,0,0,1992,Brett Beatty
England,Left Winger,Attack,178,17000000,17000000,1,0,5,4,1696,26,1,0,2,4,1289,15,0,0,1999,Sheldon Feeney
Germany,Right-Back,Defender,171,2000000,15000000,0,0,0,0,352,10,2,0,1,1,1480,22,0,0,1991,Everett Donnelly
England,Central Midfield,Midfield,184,3300000,18000000,5,0,1,2,1532,21,3,0,1,1,1382,19,0,0,1992,Elbert MacGyver
Germany,Left Winger,Attack,176,4000000,4000000,2,0,2,1,502,11,,,,,,,0,0,2005,Roy Stokes
Germany,Goalkeeper,Goalkeeper,190,1000000,1500000,4,0,0,0,1530,17,0,0,0,0,180,2,0,0,1995,Conrad Littel
France,Centre-Back,Defender,196,10000000,35000000,3,0,1,0,2342,31,3,0,0,0,1287,18,0,0,1999,Gilbert Kunde
Germany,Centre-Forward,Attack,192,5000000,5000000,0,0,2,0,193,12,0,0,0,0,4,1,0,0,2005,Levi Bernhard
Belgium,Right-Back,Defender,191,2500000,35000000,0,0,0,0,278,6,3,0,2,2,1399,19,0,0,1991,Bradford Dibbert
Germany,Second Striker,Attack,183,2000000,20000000,2,0,3,0,733,24,2,0,1,2,497,13,0,0,1994,Arturo Schaefer
Austria,Attacking Midfield,Midfield,168,6500000,6500000,4,0,2,3,1904,30,1,0,1,2,1090,16,0,0,2000,Lonnie Bogan
France,Centre-Back,Defender,183,20000000,40000000,1,0,0,0,161,4,9,0,1,0,2312,28,0,0,1995,Roderick Kunze
France,Defensive Midfield,Midfield,187,800000,16000000,2,0,1,0,1918,30,4,0,1,1,1110,21,0,0,1989,Julio Wisoky
Italy,Right Winger,Attack,175,1100000,6000000,0,0,1,0,54,5,1,0,0,1,466,18,0,0,2000,Joshua Wolff
Nigeria,Centre-Forward,Attack,178,15000000,20000000,4,1,16,2,1975,32,,,,,,,0,0,2002,Bruce Purdy
France,Centre-Back,Defender,192,700000,800000,4,0,0,0,937,12,0,0,0,0,450,6,0,0,2001,Wallace Tromp
France,Centre-Forward,Attack,192,150000,400000,0,0,0,1,210,8,,,,,,,0,0,1996,Wesley Thompson
Greece,Goalkeeper,Goalkeeper,199,150000,250000,0,0,0,0,90,1,3,0,0,0,965,12,0,0,1994,Brendan O'Keefe
Ireland,Centre-Back,Defender,186,300000,300000,10,0,1,2,2301,26,,,,,,,0,0,1997,Donnie Blick
England,Defensive Midfield,Midfield,196,300000,450000,7,0,0,0,1358,17,4,0,0,0,1226,16,0,0,1991,Jason Abbott
Sweden,Left-Back,Defender,180,4000000,6000000,4,0,0,1,1336,24,4,0,1,0,1209,26,0,0,1999,Mark Lehner
Cameroon,Defensive Midfield,Midfield,173,800000,800000,0,0,0,0,327,14,,,,,,,0,0,2005,Kent Schuster
France,Attacking Midfield,Midfield,175,2000000,2000000,1,0,0,1,1055,24,2,0,0,0,88,8,0,0,1999,Courtney Anderson
Italy,Right-Back,Defender,178,400000,5000000,3,0,1,0,219,6,1,0,0,0,212,4,0,0,1990,Forrest Dicki
Germany,Defensive Midfield,Midfield,170,1000000,17000000,0,0,0,0,177,5,1,0,1,0,599,16,0,0,1991,Jaime Dicki
Belgium,Centre-Forward,Attack,185,400000,4500000,3,0,1,0,179,7,4,0,3,0,1336,19,0,0,1991,Terrance Cronin
Belgium,Goalkeeper,Goalkeeper,198,400000,2000000,0,0,0,0,916,11,0,0,0,0,1620,18,0,0,1994,Darin Shields
Netherlands,Left Winger,Attack,170,300000,350000,0,0,0,0,141,8,0,0,2,2,782,14,0,0,2002,Terry Hudson
Portugal,Centre-Back,Defender,187,100000,2000000,6,0,1,0,2623,30,3,0,1,0,3151,36,0,0,1986,Charles Durgan
Brazil,Goalkeeper,Goalkeeper,188,2500000,2500000,1,0,0,0,2580,29,1,0,0,0,2070,23,0,0,2001,Marion Jacobson
Portugal,Right-Back,Defender,178,700000,1500000,9,0,1,2,1721,23,2,0,0,1,1487,18,0,0,1998,Joseph Nolan
Portugal,Centre-Back,Defender,196,14000000,20000000,10,0,0,0,1064,14,9,0,1,0,2582,29,0,0,1999,Rudy Oberbrunner
Portugal,Left Winger,Attack,178,1500000,2000000,4,0,4,6,1540,24,,,,,,,0,0,2001,Nelson Corwin
Belgium,Attacking Midfield,Midfield,185,2500000,7000000,7,1,2,2,901,21,6,0,5,1,1157,15,0,0,1996,Ricardo Quitzon
Spain,Defensive Midfield,Midfield,180,4000000,5000000,2,0,1,0,869,19,,,,,,,0,0,2002,Gerardo Walsh
Greece,Attacking Midfield,Midfield,183,250000,3500000,1,0,1,0,173,12,,,,,,,1,1,1986,Shannon McCullough
Cameroon,Centre-Back,Defender,184,800000,20000000,2,0,2,1,1462,17,0,0,1,0,538,8,0,0,1990,Neal Zboncak
Greece,Defensive Midfield,Midfield,176,450000,450000,4,0,0,0,1628,21,4,0,3,2,2067,25,0,0,1991,Shane O'Conner
Guinea,Attacking Midfield,Midfield,170,2500000,5000000,7,0,1,0,1567,20,2,0,2,1,1188,20,0,0,2001,Rene Dickinson
Portugal,Left Winger,Attack,178,50000000,60000000,4,0,16,3,1953,38,5,0,7,11,2094,37,0,0,1996,Felix Wilderman
Italy,Right-Back,Defender,180,2000000,7000000,9,0,2,2,1612,26,8,1,2,4,1583,23,0,0,1991,Rene Cruickshank
Italy,Goalkeeper,Goalkeeper,185,900000,6000000,0,0,0,0,180,2,5,0,0,0,2834,32,0,0,1991,Earl Rippin
Brazil,Right Winger,Attack,173,1200000,4000000,3,0,5,0,1778,30,,,,,,,0,0,1996,Salvador Bayer
Spain,Right-Back,Defender,178,3000000,3000000,2,0,0,1,897,25,2,0,0,0,498,9,0,0,1999,Randolph Zulauf
Poland,Centre-Back,Defender,184,2500000,5000000,3,0,1,0,1447,20,0,0,0,2,1257,18,0,0,1994,Willis Jacobi
Senegal,Centre-Back,Defender,192,2700000,5000000,5,1,0,1,1258,16,8,0,0,0,1679,23,0,0,1995,Jeffery Bode
Spain,Right-Back,Defender,183,2000000,13000000,1,0,1,2,615,14,2,0,1,1,1506,28,0,0,1997,Wm Schuppe
Scotland,Centre-Forward,Attack,169,150000,150000,0,0,1,0,257,9,,,,,,,0,0,2002,Dominick Ruecker
Sweden,Central Midfield,Midfield,180,2500000,4500000,5,0,0,7,2428,27,10,0,2,3,1795,30,0,0,1995,Brandon Macejkovic
Denmark,Centre-Back,Defender,187,700000,800000,6,1,2,0,2152,26,2,0,3,1,1144,20,0,1,1997,Loren White
Sweden,Right-Back,Defender,178,1000000,2500000,0,0,0,0,361,7,3,0,0,8,2244,28,0,0,1996,Randy Predovic
Denmark,Right Winger,Attack,181,12000000,12000000,6,0,6,2,1349,27,2,0,8,3,2359,34,0,0,2001,Salvatore Rath
Denmark,Goalkeeper,Goalkeeper,195,450000,5000000,3,0,0,0,2363,26,2,0,0,0,1800,20,0,0,1989,Mark Jacobi
,Central Midfield,Midfield,184,2000000,2000000,3,0,4,2,2380,30,0,0,0,1,1057,20,1,1,2002,Lamar Mertz
Brazil,Left-Back,Defender,178,1000000,1500000,5,0,1,6,2038,29,5,0,1,2,1752,32,0,0,1995,Brian Tromp
Denmark,Left-Back,Defender,175,600000,600000,1,0,0,0,357,7,0,0,0,0,107,2,0,0,2003,Jan Veum
Sweden,Central Midfield,Midfield,187,2000000,2000000,8,0,1,2,1707,30,2,0,1,0,831,10,0,0,2002,Jerry Stoltenberg
Uruguay,Defensive Midfield,Midfield,185,4000000,4000000,3,0,0,0,1104,18,2,0,1,0,1280,16,0,0,1999,Marshall Zieme
Denmark,Attacking Midfield,Midfield,180,350000,350000,0,0,0,0,90,2,0,0,0,2,192,6,0,0,2005,Timmy Runte
Denmark,Right-Back,Defender,192,500000,2500000,4,0,3,3,2092,26,3,1,2,1,2583,30,0,0,1989,Brandon Harber
Ukraine,Left Winger,Attack,171,800000,2000000,0,0,1,0,97,5,3,0,1,2,728,20,0,0,1994,Rafael Hauck
Ukraine,Centre-Back,Defender,182,20000000,20000000,5,0,6,4,3180,35,1,0,0,0,1648,19,0,0,1996,Ricardo Hegmann
Ukraine,Right Winger,Attack,182,5000000,5000000,1,0,8,9,2799,37,1,0,4,0,813,12,0,0,1996,Erik Hilpert
Ukraine,Left-Back,Defender,178,2500000,4000000,5,0,1,1,1254,21,2,0,1,4,1640,22,0,0,1997,Marcus Trantow
Ukraine,Centre-Back,Defender,185,5000000,5000000,7,0,0,0,2820,31,4,0,1,1,1368,16,0,0,1999,Jack Hermann
Ukraine,Centre-Forward,Attack,187,6000000,6000000,3,0,10,5,2297,39,2,0,6,1,684,17,0,0,2001,Spencer Waelchi
Ukraine,Right-Back,Defender,180,4000000,4000000,7,0,1,3,2032,29,4,0,1,0,816,11,0,0,1999,Manuel Block
Ukraine,Goalkeeper,Goalkeeper,199,25000000,25000000,2,1,0,0,3540,39,2,0,0,0,1620,18,0,0,2001,Ian Gutkowski
Ukraine,Central Midfield,Midfield,180,4000000,4000000,2,0,6,9,2497,37,0,0,3,2,365,7,0,0,2000,Dwight Leuschke
Ukraine,Attacking Midfield,Midfield,182,9000000,10000000,5,2,9,9,2766,34,3,0,2,1,1303,18,0,0,2000,Taylor Fritsch
Burkina Faso,Centre-Forward,Attack,183,6000000,9000000,5,0,5,1,1030,17,3,0,3,3,739,17,0,0,2001,Franklin Volkman
UdSSR,Defensive Midfield,Midfield,181,3000000,10000000,8,0,3,2,2902,36,3,0,0,1,1459,18,0,0,1989,Julius Jones
Ukraine,Attacking Midfield,Midfield,177,18000000,18000000,6,0,7,6,3142,38,1,0,1,6,1429,19,0,0,2002,Jerry Cartwright
Czech Republic,Centre-Forward,Attack,191,22000000,50000000,0,0,7,2,375,15,0,0,11,2,2396,30,0,0,1996,Cedric Langosh
Denmark,Goalkeeper,Goalkeeper,188,150000,1000000,1,0,0,0,1325,15,0,0,0,0,2250,25,0,0,1985,Jason Zemlak
Denmark,Defensive Midfield,Midfield,176,800000,900000,11,0,2,1,2297,27,9,0,1,2,2015,23,0,0,1993,Rogelio Hammes
Denmark,Centre-Back,Defender,198,450000,500000,0,0,4,1,2520,28,2,1,1,0,1406,17,0,0,1993,Todd Kuhlman
Denmark,Centre-Forward,Attack,190,250000,350000,0,0,0,0,199,11,0,0,2,1,403,8,0,0,1998,Marlon Wilderman
Sweden,Right-Back,Defender,185,1500000,3000000,6,0,3,4,2304,28,2,0,1,3,1131,14,0,0,1998,Willie Reinger
Denmark,Centre-Back,Defender,182,800000,800000,4,0,0,0,2170,28,3,0,0,1,1786,24,0,0,1996,Ian Jacobson
Denmark,Left-Back,Defender,188,400000,4000000,0,0,0,0,622,11,2,0,1,1,914,16,0,0,1999,Darin Bahringer
Denmark,Right Winger,Attack,182,1400000,1800000,1,0,6,1,1393,26,1,0,3,5,1730,24,0,0,1997,Frank Hickle
Iceland,Left Winger,Attack,180,1000000,1500000,4,0,3,3,1901,25,2,0,3,2,1301,18,0,0,1998,Ryan McKenzie
Denmark,Central Midfield,Midfield,189,800000,1500000,1,0,0,0,630,12,4,0,1,2,1489,19,0,0,1998,Cornelius O'Keefe
